Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
RCB Tire Shop,9262,S South Chicago Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-933-0797,,POINT(-87.5519078 41.7266883),-87.5519078,41.7266883,
Reflection Nails,1645,E 87th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-221-9311,,POINT(-87.5833938 41.7367796),-87.5833938,41.7367796,
Robert A. Black Magnet Elementary School,9101,S Euclid Ave,FL 1,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,State Commercial Banks,773-535-6390,,POINT(-87.5764338 41.7292021),-87.5764338,41.7292021,
Rookie Productions,9149,S Dante Ave,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Investors Nec  Number answers as Lobster Gram,773-401-0144,,POINT(-87.5888452 41.7280986),-87.5888452,41.7280986,
Rose Garden Day Care,8829,S Crandon Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,Active phone,773-221-5597,,POINT(-87.5680589 41.7344649),-87.5680589,41.7344649,
Ross Photo and Video Services,9240,S Kingston Ave,,,,Chicago,60617,Out of Business,Trade Service,Photo studio,Yes,2019,Grocery Stores,773-375-3257,,POINT(-87.562354 41.7268903),-87.562354,41.7268903,
Ryan's Plumbing,8818,S Bennett Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,,773-263-6195,,POINT(-87.5783583 41.7345669),-87.5783583,41.7345669,
S'Noops Development & Management,9242,S Stony Island Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Shoe Stores,773-734-6262,,POINT(-87.5856595 41.7266043),-87.5856595,41.7266043,
S&S Plumbing & Sewerage,8849,S Paxton Ave,,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,Dtctv Armrd Car Sv,312-356-9896,,POINT(-87.5705008 41.7338264),-87.5705008,41.7338264,
Sagton Transportation,9127,S Saginaw Ave,,,,Chicago,60617,Out of Business,"Wholesale, storage and transit",Moving and storage,Yes,2019,Retail Bakeries,773-734-5453,,POINT(-87.5592262 41.7291178),-87.5592262,41.7291178,
SDC Outreach Ministry,9045,S East End Ave,,,,Chicago,60617,Out of Business,Religious (except school or residence),Church,Yes,2019,Services  Nec,773-895-6698,,POINT(-87.5824675 41.7301907),-87.5824675,41.7301907,
Seafood Junction,1317,E 87th St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-437-5464,,POINT(-87.5919807 41.7364734),-87.5919807,41.7364734,
Seam Plus,1647,E 87th St,,,,Chicago,,Out of Business,Childcare and Schools,Other,No,2019,,773-768-7977,,POINT(-87.5833166 41.7367391),-87.5833166,41.7367391,
Sevenfirst Realty,9349,S Crandon Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Transportation  Services Ne,773-731-9708,,POINT(-87.5677983 41.7247504),-87.5677983,41.7247504,
Sharks Fish & Chicken,9053,S Stony Island Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-530-0098,,POINT(-87.584571 41.7298655),-87.584571,41.7298655,
Sherwin-Williams,9100,S Stony Island Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,Eating Places,773-374-4900,,POINT(-87.5858832 41.7292709),-87.5858832,41.7292709,
Sizzlin' Grille Cafe,1711,E 87th St,,,,Chicago,60617,Out of Business,Dining,Fast Food,No,2019,Grocery Stores,773-437-3270,,POINT(-87.5821973 41.7367156),-87.5821973,41.7367156,
Sky Way Motel,9132,S Stony Island Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Hotel,Yes,2019,,,,POINT(-87.5856247 41.7285885),-87.5856247,41.7285885,
Smart Start Home Daycare,9031,S Colfax Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,,773-768-6112,,POINT(-87.560655 41.7307808),-87.560655,41.7307808,
Smith Rentals,8710,S Bennett Ave,,,,Chicago,60617,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-221-7490,,POINT(-87.5783663 41.7367971),-87.5783663,41.7367971,
South Side Missionary Baptist Church,1539,E 93rd St,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,No,2019,Lcl Trckg W/O Strge,773-734-8869,,POINT(-87.5868287 41.7257335),-87.5868287,41.7257335,
Southeast Little League Baseball,9215,S Yates Blvd,,,,Chicago,,Unknown,Fitness,Sport team,Yes,2019,"No evidence of business.  8/19/2019, called no answer",773-731-6621,,POINT(-87.565443 41.7274998),-87.565443,41.7274998,
St. Ailbe Church,9015,S Harper Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Wreckng Demoltn Wr,773-374-2345,,POINT(-87.5864979 41.7310876),-87.5864979,41.7310876,
St. Ailbe Rectory,9015,S Harper Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Religious residence,No,2019,Duplicate,773-374-2345,,POINT(-87.5864979 41.7310876),-87.5864979,41.7310876,
St. Ailbe School,9037,S Harper Ave,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,Book Stores,773-734-1386,,POINT(-87.5864621 41.7300217),-87.5864621,41.7300217,
Standard Auto Parts,3018,E 95th St,,,,Chicago,,Active,Retail,Auto Supply,No,2019,Motorcycle Dealers,773-721-4100,,POINT(-87.5499766 41.7229928),-87.5499766,41.7229928,
Star-City Studios Entertainment Group,8958,S Oglesby Ave,,,,Chicago,60617,Out of Business,Arts and Entertainment,Performers & arts instructors,Yes,2019,Scls Edctl Services N,312-351-0503,,POINT(-87.5673736 41.7318169),-87.5673736,41.7318169,
Starlight/Untouchable Entertainment,1637,E 93rd St,,,,Chicago,60617,Out of Business,Trade Service,Media,Yes,2019,Spcl Trd Cntrs Nec,,,POINT(-87.5834909 41.7257781),-87.5834909,41.7257781,
State Farm Insurance,9237,S Stony Island Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Business Associatns,773-721-1880,,POINT(-87.5846385 41.7266499),-87.5846385,41.7266499,
Steven's Security and Training,8837,S Stony Island Ave,,,,Chicago,,Active,Trade Service,Security,No,2019,,,,POINT(-87.5847832 41.73401),-87.5847832,41.73401,
Stingley Express,8826,S Jeffery Ave,,,,Chicago,60617,Out of Business,"Wholesale, storage and transit",Goods distribution,Yes,2019,,773-374-4084,,POINT(-87.5759441 41.7343298),-87.5759441,41.7343298,
Stony Island Automotives,9200,S Stony Island Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Gaslne Svc Stations,773-768-7676,,POINT(-87.585806 41.727481),-87.585806,41.727481,
Stony Island Dental,1600,E 93rd St,,,,Chicago,,Active,Health Services,Dentist,No,2019,Furniture Stores,773-978-3384,,POINT(-87.5847759 41.7261605),-87.5847759,41.7261605,
Stony Island Dentalworks,8803,S Stony Island Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Barber Shops,773-375-0303,,POINT(-87.584917 41.7348909),-87.584917,41.7348909,
Stony Island Medical Associates,9000,S Stony Island Ave,,,,Chicago,60617,Out of Business,Health Services,Out-patient,No,2019,Womens Clothng Strs,773-731-0670,,POINT(-87.5858446 41.7312528),-87.5858446,41.7312528,
Stony Island Motel,9201,S Stony Island Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Hotel,Yes,2019,Photo Stdios Prtrt,773-731-8817,,POINT(-87.584571 41.7273774),-87.584571,41.7273774,
Studio 1221 Salon & Spa,1221,E 87th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Amusement Parks,773-768-8955,,POINT(-87.5941397 41.7365675),-87.5941397,41.7365675,
Subway,1505,E 87th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,Ofcs Clncs Podtrst,773-375-0579,,POINT(-87.5878322 41.7365227),-87.5878322,41.7365227,
Sunflower Lazer Printing,9327,S Cornell Ave,,,,Chicago,60617,Out of Business,Trade Service,"Copy, mail, and print shops",Yes,2019,Hlth Alld Services Ne,773-721-6002,,POINT(-87.5835096 41.7251585),-87.5835096,41.7251585,
Sweet Tea & Food for the Soul,1225,E 87th St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-437-4607,,POINT(-87.5940451 41.7365359),-87.5940451,41.7365359,
Swift Electrical Contractors,8926,S Paxton Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,"Called no answer, but business voicemail",773-221-2041,,POINT(-87.5710413 41.7326717),-87.5710413,41.7326717,
T-Mobile,1515,E 87th St,,,,Chicago,,Active,Retail,Phones,No,2019,Rcd Prrcrded TP St,773-375-1004,,POINT(-87.5874076 41.7365138),-87.5874076,41.7365138,
Taras Travel,1939,E 93rd St,,,,Chicago,60617,Out of Business,Unknown,Unknown,Yes,2019,Services  Nec,773-441-1455,,POINT(-87.5763301 41.7258631),-87.5763301,41.7258631,
Taylor's Child Daycare,9014,S Colfax Ave,,,,Chicago,,Out of Business,Childcare and Schools,Home daycare,Yes,2019,Grocery Stores,773-375-5761,,POINT(-87.5613114 41.7312223),-87.5613114,41.7312223,
The Connection,9100,S Merrill Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-221-6131,,POINT(-87.5722188 41.729606),-87.5722188,41.729606,
The Family Den,8942,S Stony Island Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Misc Apprl Accy St,773-734-8545,,POINT(-87.5857978 41.7320304),-87.5857978,41.7320304,
The New Dating Game,8924,S Stony Island Ave,,,,Chicago,,Active,Dining,Bar-grill,No,2019,Gnrl Atmtve RPR Shp,773-374-8883,,POINT(-87.5858639 41.7323999),-87.5858639,41.7323999,
The Original Groom Theory,8943,S Stony Island Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,2019,773-359-2143,,POINT(-87.5848025 41.7322028),-87.5848025,41.7322028,
The Underground Africentric Bookstore,1727,E 87th St,,,,Chicago,,Active,Retail,Bookstore,No,2019,Lcl Trckg W/O Strge,773-768-8869,,POINT(-87.5817095 41.7367574),-87.5817095,41.7367574,
Thomas Restaurant,1657,E 87th St,,,,Chicago,,Active,Dining,Restaurant,No,2019,Architectural Services,773-731-8227,,POINT(-87.5829499 41.7367508),-87.5829499,41.7367508,
Titus Cars,9343,S Oglesby Ave,,,,Chicago,60617,Out of Business,Trade Service,Vehicle services,Yes,2019,Ofcs Clns of Dntst,773-750-3832,,POINT(-87.56664 41.7249203),-87.56664,41.7249203,
Tots Express Learning Center,9031,S Stony Island Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-721-8687,,POINT(-87.5847639 41.7304526),-87.5847639,41.7304526,
Tri-care,9208,S Colfax Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Shelter,Yes,2019,,773-375-6146,,POINT(-87.5611184 41.7277972),-87.5611184,41.7277972,
Two of Us,1743,E 87th St,,,,Chicago,,Active,Retail,Clothing,No,2019,Nrsng Prsnl Cre N,773-768-3191,,POINT(-87.5810973 41.7367897),-87.5810973,41.7367897,
U-Haul,9336,S Jeffery Ave,,,,Chicago,60617,Moved,"Wholesale, storage and transit",Vehicle rental,No,2019,Bldng Maint Svc Ne,773-731-3941,,POINT(-87.5759634 41.7248252),-87.5759634,41.7248252,
Ultra Clean Janitor Cleaning Service,9017,S Cornell Ave,,,,Chicago,,Active,Trade Service,Indoor service,Yes,2019,Bus  Services  Nec,773-933-7395,,POINT(-87.5836254 41.7309147),-87.5836254,41.7309147,
Union Auto Sales,8700,S South Chicago Ave,,,,Chicago,,Active,Retail,Car-truck-motorcycle,No,2019,Management  Services,773-221-7952,,POINT(-87.5654237 41.7366152),-87.5654237,41.7366152,
United States Post Office,9308,S South Chicago Ave,,,,Chicago,,Active,Public Services,Post office,No,2019,Photofnshng Lbrtrs,773-221-8697,,POINT(-87.5503242 41.7255273),-87.5503242,41.7255273,
Universal Concepts,8704,S Bennett Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Ofcs Hlth Prnrs Ne,773-359-2485,,POINT(-87.5783671 41.7368177),-87.5783671,41.7368177,
Unos Landscaping,9017,S Clyde Ave,,,,Chicago,,Active,Trade Service,Outdoor service,Yes,2019,,773-721-4931,,POINT(-87.5728172 41.7310764),-87.5728172,41.7310764,
Urban ComUniversity Center,9101,S Jeffery Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,Ofcs Clns of Mdl D,773-530-0312,,POINT(-87.5752509 41.7294908),-87.5752509,41.7294908,
US Bank,9244,S South Chicago Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,,,POINT(-87.5520734 41.726929),-87.5520734,41.726929,
Velasquez & Sons Mufflers 4 Less,9258,S Stony Island Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,Fnctns Rltd Dep Bkg,773-933-6022,,POINT(-87.5857875 41.7262952),-87.5857875,41.7262952,
Vera's Real Estate Management,8909,S Oglesby Ave,,,,Chicago,60617,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Estate Agents Managers,773-710-5052,,POINT(-87.5668234 41.7331561),-87.5668234,41.7331561,
Vernon Park Church of God,9011,S Stony Island Ave,,,,Chicago,60617,Out of Business,Religious (except school or residence),Church,No,2019,empty  facebook profile,773-721-9011,,POINT(-87.5847254 41.7311904),-87.5847254,41.7311904,
Visions Hair Salon,1851,E 87th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Used Merch Stores,773-978-0001,,POINT(-87.5786111 41.7367544),-87.5786111,41.7367544,
Walker Consulting Group,1626,E 92nd Pl,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,,877-861-4263,,POINT(-87.5839341 41.7271502),-87.5839341,41.7271502,
Waltex Investment Group,8915,S East End Ave,,,,Chicago,60617,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Plbng Htng Air-Co,773-933-0901,,POINT(-87.5825061 41.7328738),-87.5825061,41.7328738,
Wesley's Brims & Accessories,1631,E 87th St,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,Eating Places,773-734-2820,,POINT(-87.5840143 41.7368343),-87.5840143,41.7368343,
Wholesale Direct Auto Parts,9110,S Stony Island Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,,,,POINT(-87.5858832 41.7289599),-87.5858832,41.7289599,
"Willie J. Newton, Attorney at Law",1602,E 93rd St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Religious Organizations,773-374-1041,,POINT(-87.5846864 41.7261529),-87.5846864,41.7261529,
Willis Plumbing and Sewer,8910,S Luella Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,"Called, no answer but business voicemail",773-978-1484,,POINT(-87.5698445 41.7331129),-87.5698445,41.7331129,
Wing Stop,1521,E 87th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-530-7710,,POINT(-87.5872311 41.7365401),-87.5872311,41.7365401,
WingStreet,8849,S Stony Island Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-721-3933,,POINT(-87.5848797 41.7336816),-87.5848797,41.7336816,
Wingz It Iz,9106,S Stony Island Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,"active web, but cant confirm address",773-734-8750,,POINT(-87.5859025 41.7290964),-87.5859025,41.7290964,
Z-Couture,9242,S Stony Island Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,,773-599-4773,,POINT(-87.5856595 41.7266043),-87.5856595,41.7266043,
Zion Hill Missionary Baptist Church,9111,S Phillips Ave,,,,Chicago,,Unknown,Religious (except school or residence),Church,Yes,2019,Called no answer. Should be checked on a Sunday,773-251-8572,,POINT(-87.5643233 41.7295366),-87.5643233,41.7295366,
Cedar Park Cemetery,12540,S Halsted St,,,,Chicago,,Active,Trade Service,Funeral,No,2019,,773-785-8840,,POINT(-87.6427357 41.6675101),-87.6427357,41.6675101,
Chicago South Community Development Organization,12338,S Halsted St,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,708-631-2258,,POINT(-87.6420226 41.6691107),-87.6420226,41.6691107,
Citgo,12304,S Halsted St,,,,Chicago,,Active,Retail,Gas station,No,2019,Correct location is 12304 S Hasted St,,,POINT(-87.6420033 41.6703362),-87.6420033,41.6703362,
Drexel Liquor Store,12308,S Halsted St,,,,Chicago,60827,Out of Business,Retail,Liquor,No,2019,,708-385-1440,,POINT(-87.6419069 41.6701202),-87.6419069,41.6701202,
Family Auto Repair,12326,S Halsted St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,708-897-8282,,POINT(-87.6419644 41.6696159),-87.6419644,41.6696159,
Waylow Wine & Spirits,12316,S Halsted St,,,,Chicago,,Active,Retail,Liquor,No,2019,,773-925-0880,,POINT(-87.6420258 41.669757),-87.6420258,41.669757,
2 Swole Records,8150,S Calumet Ave,,,,Chicago,,Unknown,Retail,Other,Yes,2019,Acctng Audtng Bkp,,,POINT(-87.6167674 41.7459475),-87.6167674,41.7459475,
400 Bucks,8800,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Trade Service,"Copy, mail, and print shops",No,2019,,,,POINT(-87.6049406 41.7347065),-87.6049406,41.7347065,
4Ever Young DayCare,441,E 79th St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-966-6872,,POINT(-87.6132551 41.7509828),-87.6132551,41.7509828,
7 Days,955,E 79th St,,,,Chicago,,Out of Business,Retail,Small Grocery,No,2019,No phone number and no web presence.,,,POINT(-87.6007588 41.7509784),-87.6007588,41.7509784,
79 Nails,305,E 79th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Sngl-Fam Hsng Cnstr,773-783-6111,,POINT(-87.6177138 41.7509155),-87.6177138,41.7509155,
79th Food Mart,307,W 79th St,,,,Chicago,,Active,Retail,Convenience,No,2019,No phone number,,,POINT(-87.6322496 41.7506035),-87.6322496,41.7506035,
79th Street Workforce Community Development Center,7915,S Eberhart Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,Yes,2019,"Called, active phone line",312-772-8800,,POINT(-87.6121197 41.7506509),-87.6121197,41.7506509,
A & D Discount Store,345,E 79th St,,,,Chicago,60619,Out of Business,Retail,Small mixed,No,2019,Eating Places,773-891-2126,,POINT(-87.6162131 41.7509933),-87.6162131,41.7509933,
A and D Travel,514,E 88th St,,,,Chicago,60619,Out of Business,Arts and Entertainment,Travel,Yes,2019,Not present at the address,773-491-0767,,POINT(-87.611329 41.734913),-87.611329,41.734913,
A Caring Touch Nursing Services,849,E 89th Pl,,,,Chicago,60619,Out of Business,Health Services,Mobile health service,Yes,2019,,773-398-6259,,POINT(-87.6026513 41.7319454),-87.6026513,41.7319454,
A Gift From God,8034,S Ellis Ave,APT 1w,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Electl RPR Shps Ne,773-799-6320,,POINT(-87.6005576 41.74843),-87.6005576,41.74843,
A Great Start Daycare,8013,S Dobson Ave,,,,Chicago,60619,Out of Business,Childcare and Schools,Kid Center,Yes,2019,Religious Organizations,773-488-5615,,POINT(-87.598714 41.7490705),-87.598714,41.7490705,
A New Home of Saint John,9321,S Cottage Grove Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,No business,773-488-7729,,POINT(-87.6042118 41.7249492),-87.6042118,41.7249492,
A Piece of Cake Bakery,416,E 87th St,,,,Chicago,,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,,,,POINT(-87.6137204 41.7367117),-87.6137204,41.7367117,
A&H Heating and Cooling,7927,S Prairie Ave,,,,Chicago,60619,Out of Business,Trade Service,Building trades,Yes,2019,Trailer Prks Cmpst,773-874-8088,,POINT(-87.6176545 41.7502408),-87.6176545,41.7502408,
A+ Security and Safety Training,807,E 82nd St,,,,Chicago,60619,Out of Business,Childcare and Schools,Other,No,2019,Ofcs Clns of Mdl D,773-483-2859,,POINT(-87.6046461 41.745641),-87.6046461,41.745641,
A1 Electronics,8729,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Legal  Services,708-237-0200,,POINT(-87.6173459 41.7356206),-87.6173459,41.7356206,
AA Aberdeen Heating & Air Conditioning,443,E 79th St,,,,Chicago,60619,Out of Business,Trade Service,Building trades,No,2019,Eating Places,773-890-1786,,POINT(-87.613088 41.750888),-87.613088,41.750888,
Abbi S. Paving,8816,S Wabash Ave,,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,,773-263-1266,,POINT(-87.6228608 41.7339852),-87.6228608,41.7339852,
ABC Ann's Hair Care Clinic,359,E 79th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-651-4505,,POINT(-87.6157451 41.7508813),-87.6157451,41.7508813,
Abc Snnesmc,8417,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Elmntry Scndry Scl,773-224-8445,,POINT(-87.6175388 41.7414161),-87.6175388,41.7414161,
ABM Direct Mailing,7924,S St Lawrence Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Beauty Shops,773-488-6015,,POINT(-87.6103357 41.7504293),-87.6103357,41.7504293,
Accountax,8339,S Vernon Ave,,,,Chicago,60619,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,Yes,2019,Eating Places,773-994-0166,,POINT(-87.6127561 41.7426775),-87.6127561,41.7426775,
Admiral Motel & Suites,9118,S Cottage Grove Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Hotel,Yes,2019,Legal  Services,773-488-3400,,POINT(-87.6048676 41.7288117),-87.6048676,41.7288117,
Adult Expressions,223,E 79th St,,,,Chicago,60619,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,773-952-7135,,POINT(-87.6188063 41.7508954),-87.6188063,41.7508954,
Adult Expressions,223,W 79th St,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,773-507-6705,,POINT(-87.6304279 41.7505877),-87.6304279,41.7505877,
Advance Auto Parts,8501,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,Investors Nec. Wrong phone number.,,,POINT(-87.604559 41.7400783),-87.604559,41.7400783,
Advantage Cleaning Network,377,E 87th Pl,,,,Chicago,60619,Out of Business,Trade Service,Indoor service,Yes,2019,Eating Places,773-651-6610,,POINT(-87.6146654 41.734846),-87.6146654,41.734846,
Adventist Book Center,8525,S State St,,,,Chicago,60619,Out of Business,Religious (except school or residence),Other religious except residential,No,2019,,,,POINT(-87.6239282 41.739316),-87.6239282,41.739316,
Advocate for Community Wellness,8913,S Cottage Grove Ave,,,,Chicago,60619,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,Travel Agencies,773-255-8736,,POINT(-87.60426 41.7325213),-87.60426,41.7325213,
African American Tailoring Boutique,441,W 79th St,,,,Chicago,60620,Out of Business,Retail,Clothing,No,2019,,773-488-3772,,POINT(-87.635951 41.7503649),-87.635951,41.7503649,
African Hair Braiding - Rosana,7927,S Champlain Ave,,,,Chicago,,Unknown,Personal Service,Beauty,Yes,2019,,773-507-1956,,POINT(-87.6085902 41.7503639),-87.6085902,41.7503639,
Africans on Move,7936,S Indiana Ave,,,,Chicago,60619,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,Transportation  Services Ne,773-723-1363,,POINT(-87.6200841 41.7499023),-87.6200841,41.7499023,
Al's Rehab Realty Job Development,523,E 92nd St,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,"Called, no answer",773-966-7483,,POINT(-87.6109047 41.7272069),-87.6109047,41.7272069,
ALE Security Pro,8456,S Lafayette Ave,,,,Chicago,60620,Out of Business,Trade Service,Security,No,2019,Jewelry Stores,773-874-8055,,POINT(-87.6258879 41.7404029),-87.6258879,41.7404029,
ALJ Consulting,64,E 89th Pl,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Phone disconnected; web presence,,,POINT(-87.621511 41.7320136),-87.621511,41.7320136,
All Properties,8222,S Martin Luther King Dr,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Didn't pick up   Drug Proprietry St,773-651-2200,,POINT(-87.6153596 41.7449662),-87.6153596,41.7449662,
All Saints Pentecostal Church,9010,S Michigan Ave,,,,Chicago,60619,Out of Business,Religious (except school or residence),Church,Yes,2019,Tp Bdy Rpr Pnt Sh,773-224-0550,,POINT(-87.6207783 41.7305601),-87.6207783,41.7305601,
Allied Building Products,155,W 84th St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-873-2300,,POINT(-87.6286641 41.7413929),-87.6286641,41.7413929,
Allstate Insurance,227,E 79th St,,,,Chicago,60619,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-488-7722,,POINT(-87.6186812 41.7508962),-87.6186812,41.7508962,
Allstate Insurance,415,E 87th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Cstm Cmptr Prgmg Sv,773-723-0400,,POINT(-87.6137976 41.7362857),-87.6137976,41.7362857,
Allstate Insurance,822,E 87th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Radio Telephon Comm,773-994-6700,,POINT(-87.6039555 41.7369723),-87.6039555,41.7369723,
Allstate Insurance,13,E 83rd St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Turkeys Turkey Egg,773-952-6211,,POINT(-87.6237091 41.7434868),-87.6237091,41.7434868,
AM & PM Sewer Service,8005,S Rhodes Ave,,,,Chicago,,Active,Public Services,Utility-Water,Yes,2019,Svc Estblshmnt Eqpt,773-651-7715,,POINT(-87.6108661 41.7490898),-87.6108661,41.7490898,
AMC Tax Pros,621,E 79th St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Museums Art Galler,773-846-1040,,POINT(-87.6091025 41.7511228),-87.6091025,41.7511228,
America's Best Contacts,205,W 87th St,D,,,Chicago,,Active,Health Services,Eye,No,2019,,773-496-5433,,POINT(-87.6293582 41.7349547),-87.6293582,41.7349547,
America's Kids,8510,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,,,,POINT(-87.6055234 41.7399817),-87.6055234,41.7399817,
American Family Insurance,8200,S Martin Luther King Dr,,,,Chicago,60619,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-483-7771,,POINT(-87.6152743 41.7454609),-87.6152743,41.7454609,
American Homeland Auto,450,E 88th St,,,,Chicago,,Unknown,Trade Service,Vehicle services,Yes,2019,No answer,773-532-9370,,POINT(-87.6124861 41.7348981),-87.6124861,41.7348981,
Amstar,8058,S Cottage Grove Ave,,,,Chicago,,Active,Retail,Gas station,No,2019,,,,POINT(-87.6055041 41.7478904),-87.6055041,41.7478904,
Amy African Hair Braiding,7907,S Cottage Grove Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-488-4511,,POINT(-87.6049377 41.7510299),-87.6049377,41.7510299,
Anderson Simpson,906,E 83rd St,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Eating Places,773-651-5179,,POINT(-87.602061 41.744189),-87.602061,41.744189,
Angel Lane Services,8615,S Prairie Ave,,,,Chicago,60619,Out of Business,Unknown,Unknown,Yes,2019,Bus  Services  Nec,312-835-9092,,POINT(-87.6174327 41.7377894),-87.6174327,41.7377894,
AP Advanced,401,E 87th St,,,,Chicago,,Active,Retail,Gas station,No,2019,Changed Name,,,POINT(-87.6142797 41.7362374),-87.6142797,41.7362374,
