census_tract,PlaceType,count_of_Active_PlaceStatus
17031190602,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031190602,Fitness,1
17031190602,Health Services,6
17031190602,Personal Service,6
17031190602,Religious (except school or residence),3
17031190602,Retail,15
17031190602,Service or Programmed Residential Space,1
17031190602,Trade Service,16
17031190602,"Wholesale, storage and transit",3
17031190701,Arts and Entertainment,1
17031190701,Childcare and Schools,4
17031190701,Dining,6
17031190701,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031190701,Fitness,1
17031190701,Health Services,1
17031190701,Industrial,1
17031190701,Personal Service,4
17031190701,Religious (except school or residence),3
17031190701,Retail,8
17031190701,Social Services & Political Advocacy,2
17031190701,Trade Service,8
17031190701,Unknown,1
17031190701,"Wholesale, storage and transit",1
17031190702,Childcare and Schools,1
17031190702,Dining,6
17031190702,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031190702,Fitness,1
17031190702,Health Services,3
17031190702,Personal Service,5
17031190702,Religious (except school or residence),2
17031190702,Retail,8
17031190702,Social Services & Political Advocacy,1
17031190702,Trade Service,10
17031190702,"Wholesale, storage and transit",3
17031190800,Arts and Entertainment,4
17031190800,Childcare and Schools,5
17031190800,Dining,12
17031190800,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031190800,Fitness,2
17031190800,Health Services,5
17031190800,Industrial,1
17031190800,Personal Service,15
17031190800,Religious (except school or residence),7
17031190800,Retail,38
17031190800,Social Services & Political Advocacy,2
17031190800,Trade Service,23
17031190800,"Wholesale, storage and transit",3
17031190900,Dining,4
17031190900,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031190900,Fitness,1
17031190900,Health Services,2
17031190900,Personal Service,3
17031190900,Retail,11
17031190900,Service or Programmed Residential Space,1
17031190900,Trade Service,8
17031191000,Arts and Entertainment,3
17031191000,Childcare and Schools,1
17031191000,Dining,6
17031191000,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031191000,Health Services,2
17031191000,Industrial,2
17031191000,Personal Service,1
17031191000,Religious (except school or residence),1
17031191000,Retail,17
17031191000,Trade Service,16
17031191000,"Wholesale, storage and transit",5
17031191100,Childcare and Schools,3
17031191100,Dining,15
17031191100,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031191100,Fitness,1
17031191100,Health Services,12
17031191100,Industrial,2
17031191100,Personal Service,11
17031191100,Public Services,2
17031191100,Religious (except school or residence),5
17031191100,Retail,28
17031191100,Service or Programmed Residential Space,1
17031191100,Social Services & Political Advocacy,3
17031191100,Trade Service,36
17031191100,"Wholesale, storage and transit",10
17031191200,Arts and Entertainment,1
17031191200,Childcare and Schools,3
17031191200,Dining,6
17031191200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031191200,Health Services,2
17031191200,Industrial,2
17031191200,Personal Service,3
17031191200,Public Services,4
17031191200,Religious (except school or residence),1
17031191200,Retail,8
17031191200,Trade Service,15
17031191200,"Wholesale, storage and transit",1
17031191301,Arts and Entertainment,1
17031191301,Childcare and Schools,2
17031191301,Dining,6
17031191301,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031191301,Health Services,1
17031191301,Personal Service,2
17031191301,Religious (except school or residence),1
17031191301,Retail,6
17031191301,Service or Programmed Residential Space,1
17031191301,Social Services & Political Advocacy,3
17031191301,Trade Service,11
17031191301,"Wholesale, storage and transit",4
17031191302,Arts and Entertainment,1
17031191302,Childcare and Schools,2
17031191302,Dining,11
17031191302,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031191302,Health Services,2
17031191302,Industrial,3
17031191302,Personal Service,10
17031191302,Public Services,1
17031191302,Religious (except school or residence),2
17031191302,Retail,18
17031191302,Trade Service,40
17031191302,"Wholesale, storage and transit",7
17031200100,Arts and Entertainment,3
17031200100,Childcare and Schools,1
17031200100,Dining,4
17031200100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031200100,Health Services,1
17031200100,Industrial,1
17031200100,Personal Service,5
17031200100,Religious (except school or residence),1
17031200100,Retail,11
17031200100,Trade Service,14
17031200100,"Wholesale, storage and transit",3
17031200200,Arts and Entertainment,1
17031200200,Childcare and Schools,2
17031200200,Dining,6
17031200200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031200200,Fitness,1
17031200200,Health Services,2
17031200200,Industrial,6
17031200200,Personal Service,11
17031200200,Public Services,1
17031200200,Religious (except school or residence),6
17031200200,Retail,19
17031200200,Social Services & Political Advocacy,1
17031200200,Trade Service,24
17031200200,Unknown,1
17031200200,"Wholesale, storage and transit",7
17031200300,Arts and Entertainment,1
17031200300,Childcare and Schools,1
17031200300,Dining,6
17031200300,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031200300,Health Services,6
17031200300,Industrial,3
17031200300,Personal Service,4
17031200300,Religious (except school or residence),4
17031200300,Retail,12
17031200300,Trade Service,10
17031200300,"Wholesale, storage and transit",1
17031200401,Childcare and Schools,2
17031200401,Dining,3
17031200401,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031200401,Fitness,3
17031200401,Health Services,1
17031200401,Personal Service,3
17031200401,Religious (except school or residence),2
17031200401,Retail,3
17031200401,Social Services & Political Advocacy,1
17031200401,Trade Service,5
17031200401,"Wholesale, storage and transit",2
17031200402,Arts and Entertainment,2
17031200402,Childcare and Schools,2
17031200402,Dining,8
17031200402,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031200402,Fitness,1
17031200402,Health Services,7
17031200402,Industrial,1
17031200402,Personal Service,7
17031200402,Religious (except school or residence),6
17031200402,Retail,12
17031200402,Trade Service,7
17031200402,Unknown,1
17031200402,"Wholesale, storage and transit",2
17031210100,Arts and Entertainment,8
17031210100,Childcare and Schools,5
17031210100,Dining,18
17031210100,"Financial, Insurance, Real Estate, Legal, and Professional",26
17031210100,Fitness,3
17031210100,Health Services,3
17031210100,Industrial,3
17031210100,Personal Service,6
17031210100,Public Services,2
17031210100,Religious (except school or residence),1
17031210100,Retail,18
17031210100,Service or Programmed Residential Space,1
17031210100,Social Services & Political Advocacy,1
17031210100,Trade Service,34
17031210100,"Wholesale, storage and transit",3
17031210400,Childcare and Schools,1
17031210400,Dining,4
17031210400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031210400,Fitness,1
17031210400,Health Services,2
17031210400,Industrial,1
17031210400,Personal Service,3
17031210400,Retail,12
17031210400,Service or Programmed Residential Space,2
17031210400,Trade Service,12
17031210400,"Wholesale, storage and transit",5
17031210501,Arts and Entertainment,1
17031210501,Childcare and Schools,2
17031210501,Dining,11
17031210501,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031210501,Health Services,8
17031210501,Personal Service,10
17031210501,Retail,18
17031210501,Social Services & Political Advocacy,3
17031210501,Trade Service,12
17031210501,"Wholesale, storage and transit",2
17031210502,Arts and Entertainment,1
17031210502,Childcare and Schools,1
17031210502,Dining,3
17031210502,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031210502,Fitness,1
17031210502,Health Services,2
17031210502,Personal Service,2
17031210502,Public Services,1
17031210502,Religious (except school or residence),2
17031210502,Retail,10
17031210502,Trade Service,14
17031210502,"Wholesale, storage and transit",5
17031210601,Childcare and Schools,2
17031210601,Dining,4
17031210601,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031210601,Fitness,2
17031210601,Health Services,2
17031210601,Personal Service,2
17031210601,Religious (except school or residence),1
17031210601,Retail,5
17031210601,Social Services & Political Advocacy,2
17031210601,Trade Service,11
17031210601,"Wholesale, storage and transit",2
17031210602,Arts and Entertainment,4
17031210602,Childcare and Schools,3
17031210602,Dining,11
17031210602,"Financial, Insurance, Real Estate, Legal, and Professional",18
17031210602,Fitness,1
17031210602,Health Services,8
17031210602,Personal Service,8
17031210602,Public Services,1
17031210602,Religious (except school or residence),1
17031210602,Retail,12
17031210602,Service or Programmed Residential Space,1
17031210602,Social Services & Political Advocacy,1
17031210602,Trade Service,16
17031210602,"Wholesale, storage and transit",1
17031210700,Arts and Entertainment,4
17031210700,Childcare and Schools,2
17031210700,Dining,7
17031210700,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031210700,Fitness,1
17031210700,Personal Service,6
17031210700,Public Services,1
17031210700,Retail,12
17031210700,Social Services & Political Advocacy,2
17031210700,Trade Service,17
17031210700,"Wholesale, storage and transit",2
17031210800,Childcare and Schools,2
17031210800,Dining,7
17031210800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031210800,Health Services,3
17031210800,Personal Service,2
17031210800,Religious (except school or residence),1
17031210800,Retail,2
17031210800,Social Services & Political Advocacy,1
17031210800,Trade Service,5
17031210800,"Wholesale, storage and transit",2
17031210900,Arts and Entertainment,6
17031210900,Dining,10
17031210900,"Financial, Insurance, Real Estate, Legal, and Professional",17
17031210900,Fitness,1
17031210900,Health Services,4
17031210900,Industrial,2
17031210900,Personal Service,2
17031210900,Public Services,1
17031210900,Religious (except school or residence),1
17031210900,Retail,11
17031210900,Social Services & Political Advocacy,1
17031210900,Trade Service,36
17031210900,"Wholesale, storage and transit",10
17031220300,Arts and Entertainment,2
17031220300,Childcare and Schools,2
17031220300,Dining,1
17031220300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031220300,Health Services,3
17031220300,Retail,4
17031220300,Social Services & Political Advocacy,2
17031220300,Trade Service,10
17031220400,Arts and Entertainment,3
17031220400,Dining,7
17031220400,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031220400,Health Services,7
17031220400,Other,1
17031220400,Personal Service,3
17031220400,Religious (except school or residence),2
17031220400,Retail,6
17031220400,Service or Programmed Residential Space,1
17031220400,Trade Service,17
17031220400,"Wholesale, storage and transit",2
17031220500,Arts and Entertainment,6
17031220500,Childcare and Schools,2
17031220500,Dining,10
17031220500,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031220500,Health Services,5
17031220500,Personal Service,6
17031220500,Public Services,2
17031220500,Religious (except school or residence),1
17031220500,Retail,8
17031220500,Social Services & Political Advocacy,1
17031220500,Trade Service,8
17031220500,"Wholesale, storage and transit",2
17031220601,Arts and Entertainment,1
17031220601,Childcare and Schools,2
17031220601,Dining,6
17031220601,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031220601,Fitness,2
17031220601,Health Services,5
17031220601,Industrial,1
17031220601,Other,1
17031220601,Personal Service,2
17031220601,Public Services,2
17031220601,Retail,4
17031220601,Trade Service,5
17031220602,Arts and Entertainment,4
