census_tract,Place Type,count_of_Active_PlaceStatus
17031420100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031420100,Health Services,1
17031420100,Other,1
17031420100,Personal Service,2
17031420100,Public Services,1
17031420100,Retail,1
17031420100,Social Services & Political Advocacy,1
17031420100,"Wholesale, Storage and Transportation",1
17031420200,Childcare and Schools,6
17031420200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420200,Other,2
17031420200,Religious (except school or residence),2
17031420200,Social Services & Political Advocacy,1
17031420200,Trade Service,1
17031420300,Childcare and Schools,3
17031420300,Dining,1
17031420300,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031420300,Religious (except school or residence),2
17031420300,Retail,1
17031420300,Service or Programmed Residential Space,2
17031420400,Childcare and Schools,7
17031420400,Dining,3
17031420400,Fitness,1
17031420400,Personal Service,1
17031420400,Public Services,2
17031420400,Service or Programmed Residential Space,4
17031420400,Social Services & Political Advocacy,4
17031420400,Trade Service,1
17031420400,"Wholesale, Storage and Transportation",1
17031420500,Arts and Entertainment,1
17031420500,Childcare and Schools,2
17031420500,Other,1
17031420500,Personal Service,2
17031420500,Public Services,1
17031420500,Retail,2
17031420500,Social Services & Political Advocacy,4
17031420600,Dining,2
17031420600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420600,Health Services,1
17031420600,Personal Service,1
17031420600,Religious (except school or residence),1
17031420600,Retail,2
17031420600,Social Services & Political Advocacy,2
17031420700,Childcare and Schools,4
17031420700,Dining,7
17031420700,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031420700,Personal Service,8
17031420700,Public Services,3
17031420700,Religious (except school or residence),6
17031420700,Retail,9
17031420700,Service or Programmed Residential Space,1
17031420700,Social Services & Political Advocacy,1
17031420700,Trade Service,2
17031420700,"Wholesale, Storage and Transportation",1
17031420800,Arts and Entertainment,3
17031420800,Childcare and Schools,1
17031420800,Dining,2
17031420800,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031420800,Other,2
17031420800,Personal Service,3
17031420800,Religious (except school or residence),3
17031420800,Retail,14
17031420800,"Wholesale, Storage and Transportation",1
17031421200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031421200,Personal Service,1
17031421200,Public Services,1
17031421200,Religious (except school or residence),3
17031421200,Retail,5
17031421200,Service or Programmed Residential Space,2
17031421200,Trade Service,2
17031421200,"Wholesale, Storage and Transportation",1
17031430101,Arts and Entertainment,1
17031430101,Childcare and Schools,2
17031430101,Dining,2
17031430101,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031430101,Personal Service,7
17031430101,Retail,8
17031430101,Trade Service,3
17031430102,Arts and Entertainment,3
17031430102,Dining,2
17031430102,Health Services,1
17031430102,Personal Service,1
17031430102,Religious (except school or residence),1
17031430102,Retail,1
17031430102,Social Services & Political Advocacy,1
17031430102,Trade Service,1
17031430200,Arts and Entertainment,2
17031430200,Childcare and Schools,3
17031430200,Dining,4
17031430200,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031430200,Religious (except school or residence),1
17031430200,Retail,4
17031430200,Service or Programmed Residential Space,1
17031430200,Social Services & Political Advocacy,4
17031430200,Trade Service,2
17031430200,"Wholesale, Storage and Transportation",1
17031430300,Arts and Entertainment,2
17031430300,Childcare and Schools,1
17031430300,Dining,2
17031430300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031430300,Personal Service,5
17031430300,Religious (except school or residence),2
17031430300,Retail,5
17031430300,Trade Service,2
17031430400,Arts and Entertainment,1
17031430400,Childcare and Schools,2
17031430400,Dining,5
17031430400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031430400,Industrial,2
17031430400,Personal Service,4
17031430400,Religious (except school or residence),3
17031430400,Retail,6
17031430400,Trade Service,7
17031430500,Arts and Entertainment,2
17031430500,Childcare and Schools,3
17031430500,Dining,3
17031430500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031430500,Fitness,2
17031430500,Health Services,3
17031430500,Personal Service,8
17031430500,Religious (except school or residence),1
17031430500,Retail,6
17031430500,Social Services & Political Advocacy,4
17031430500,Trade Service,2
17031430500,"Wholesale, Storage and Transportation",1
17031430600,Childcare and Schools,1
17031430600,Dining,8
17031430600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031430600,Fitness,1
17031430600,Health Services,5
17031430600,Personal Service,5
17031430600,Public Services,1
17031430600,Religious (except school or residence),3
17031430600,Retail,8
17031430600,Service or Programmed Residential Space,1
17031430600,Trade Service,3
17031430700,Childcare and Schools,2
17031430700,Dining,2
17031430700,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031430700,Health Services,4
17031430700,Personal Service,3
17031430700,Religious (except school or residence),1
17031430700,Retail,2
17031430700,Trade Service,6
17031430700,"Wholesale, Storage and Transportation",1
17031430800,Arts and Entertainment,2
17031430800,Childcare and Schools,1
17031430800,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031430800,Health Services,2
17031430800,Personal Service,1
17031430800,Retail,1
17031430800,Trade Service,3
17031430900,Childcare and Schools,1
17031430900,Personal Service,2
17031430900,Religious (except school or residence),1
17031430900,Retail,2
17031430900,Trade Service,1
17031431200,Dining,2
17031431200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031431200,Fitness,1
17031431200,Personal Service,6
17031431200,Religious (except school or residence),2
17031431200,Retail,6
17031431200,Service or Programmed Residential Space,1
17031431200,Social Services & Political Advocacy,2
17031431200,Trade Service,2
17031431301,Childcare and Schools,1
17031431301,Health Services,1
17031431301,Personal Service,4
17031431301,Religious (except school or residence),1
17031431301,Retail,4
17031431301,Service or Programmed Residential Space,1
17031431301,Trade Service,4
17031431301,"Wholesale, Storage and Transportation",1
17031431302,Arts and Entertainment,1
17031431302,Childcare and Schools,2
17031431302,Dining,3
17031431302,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031431302,Personal Service,2
17031431302,Public Services,3
17031431302,Religious (except school or residence),4
17031431302,Retail,5
17031431302,Social Services & Political Advocacy,2
17031431302,Trade Service,2
17031431400,Childcare and Schools,3
17031431400,Fitness,1
17031431400,Personal Service,2
17031431400,Public Services,1
17031431400,Religious (except school or residence),3
17031431400,Service or Programmed Residential Space,6
17031431400,"Wholesale, Storage and Transportation",1
17031440101,Dining,2
17031440101,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031440101,Personal Service,7
17031440101,Religious (except school or residence),1
17031440101,Retail,4
17031440102,Arts and Entertainment,1
17031440102,Childcare and Schools,1
17031440102,Dining,4
17031440102,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031440102,Health Services,6
17031440102,Personal Service,3
17031440102,Retail,9
17031440102,Social Services & Political Advocacy,3
17031440102,Trade Service,5
17031440102,"Wholesale, Storage and Transportation",1
17031440201,Dining,5
17031440201,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031440201,Personal Service,7
17031440201,Public Services,2
17031440201,Religious (except school or residence),2
17031440201,Retail,11
17031440202,Arts and Entertainment,1
17031440202,Childcare and Schools,2
17031440202,Dining,5
17031440202,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031440202,Health Services,2
17031440202,Personal Service,5
17031440202,Public Services,1
17031440202,Religious (except school or residence),2
17031440202,Retail,9
17031440202,Social Services & Political Advocacy,1
17031440202,Trade Service,1
17031440300,Arts and Entertainment,1
17031440300,Childcare and Schools,3
17031440300,Dining,2
17031440300,Health Services,1
17031440300,Personal Service,6
17031440300,Public Services,1
17031440300,Religious (except school or residence),3
17031440300,Retail,5
17031440300,Trade Service,2
17031440600,Childcare and Schools,1
17031440600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031440700,Arts and Entertainment,1
17031440700,Dining,2
17031440700,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031440700,Health Services,1
17031440700,Personal Service,2
17031440700,Retail,2
17031440800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031440800,Personal Service,1
17031440800,Religious (except school or residence),1
17031440800,Retail,1
17031440800,Trade Service,1
17031440900,Childcare and Schools,2
17031440900,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031440900,Personal Service,1
17031440900,Religious (except school or residence),3
17031440900,Service or Programmed Residential Space,1
17031440900,"Wholesale, Storage and Transportation",1
17031450300,Arts and Entertainment,1
17031450300,Childcare and Schools,10
17031450300,Dining,8
17031450300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031450300,Health Services,1
17031450300,Personal Service,15
17031450300,Public Services,1
17031450300,Religious (except school or residence),5
17031450300,Retail,16
17031450300,Service or Programmed Residential Space,2
17031450300,Social Services & Political Advocacy,1
17031450300,Trade Service,12
17031450300,"Wholesale, Storage and Transportation",4
17031460100,Childcare and Schools,2
17031460100,Dining,4
17031460100,Religious (except school or residence),5
17031460100,Retail,2
17031460100,Trade Service,1
17031460200,Childcare and Schools,1
17031460200,Dining,1
17031460200,Fitness,1
17031460200,Industrial,1
17031460200,Other,1
17031460200,Religious (except school or residence),2
17031460200,Retail,2
17031460200,Trade Service,7
17031460301,Arts and Entertainment,1
17031460301,Childcare and Schools,1
17031460301,Dining,2
17031460301,Industrial,1
17031460301,Religious (except school or residence),1
17031460301,Retail,4
17031460301,Service or Programmed Residential Space,2
17031460301,Social Services & Political Advocacy,2
17031460301,Trade Service,1
17031460302,Childcare and Schools,3
17031460302,Dining,1
17031460302,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031460302,Health Services,1
17031460302,Personal Service,1
17031460302,Religious (except school or residence),8
17031460302,Retail,5
17031460302,Service or Programmed Residential Space,1
17031460302,Trade Service,2
17031460400,Arts and Entertainment,1
17031460400,Childcare and Schools,2
17031460400,Dining,3
17031460400,Personal Service,1
17031460400,Religious (except school or residence),2
17031460400,Retail,1
17031460500,Arts and Entertainment,3
17031460500,Childcare and Schools,9
17031460500,Dining,1
17031460500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031460500,Fitness,1
17031460500,Health Services,11
17031460500,Industrial,1
17031460500,Personal Service,5
17031460500,Religious (except school or residence),13
17031460500,Retail,4
17031460500,Service or Programmed Residential Space,1
17031460500,Social Services & Political Advocacy,4
17031460500,Trade Service,6
17031460500,"Wholesale, Storage and Transportation",1
17031460800,Childcare and Schools,4
17031460800,Dining,3
17031460800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031460800,Other,1
17031460800,Personal Service,2
17031460800,Religious (except school or residence),4
17031460800,Retail,5
17031460800,Service or Programmed Residential Space,1
17031460800,Social Services & Political Advocacy,1
17031460800,Trade Service,4
17031461000,Childcare and Schools,3
17031461000,Dining,7
17031461000,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031461000,Health Services,6
17031461000,Industrial,2
17031461000,Personal Service,2
17031461000,Public Services,2
17031461000,Religious (except school or residence),4
17031461000,Retail,14
17031461000,Service or Programmed Residential Space,6
17031461000,Social Services & Political Advocacy,3
17031461000,Trade Service,3
17031470100,Arts and Entertainment,1
17031470100,Childcare and Schools,1
17031470100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031470100,Health Services,14
17031470100,Industrial,1
17031470100,Personal Service,2
17031470100,Religious (except school or residence),6
17031470100,Retail,1
17031470100,Service or Programmed Residential Space,2
17031470100,Social Services & Political Advocacy,4
17031470100,Trade Service,8
17031470100,"Wholesale, Storage and Transportation",5
17031480100,Childcare and Schools,6
17031480100,Dining,6
17031480100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031480100,Fitness,1
17031480100,Health Services,3
17031480100,Other,1
17031480100,Personal Service,7
17031480100,Religious (except school or residence),1
17031480100,Retail,8
17031480100,Social Services & Political Advocacy,1
17031480100,Trade Service,3
17031480200,Dining,12
17031480200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031480200,Health Services,3
17031480200,Personal Service,1
17031480200,Retail,5
17031480300,Childcare and Schools,2
17031480300,Dining,2
17031480300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031480300,Health Services,2
17031480300,Personal Service,1
17031480300,Religious (except school or residence),2
17031480300,Retail,7
17031480300,Service or Programmed Residential Space,2
17031480300,Social Services & Political Advocacy,1
17031480300,Trade Service,3
17031480300,"Wholesale, Storage and Transportation",1
17031480400,Arts and Entertainment,1
17031480400,Childcare and Schools,6
17031480400,Dining,1
17031480400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031480400,Health Services,6
17031480400,Personal Service,2
17031480400,Religious (except school or residence),2
17031480400,Retail,7
17031480400,Service or Programmed Residential Space,1
17031480400,Social Services & Political Advocacy,2
17031480400,Trade Service,5
17031480400,Unknown,1
17031480500,Arts and Entertainment,1
17031480500,Childcare and Schools,2
17031480500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031480500,Health Services,2
17031480500,Industrial,2
17031480500,Personal Service,1
17031480500,Public Services,2
17031480500,Religious (except school or residence),2
17031480500,Retail,5
17031480500,Service or Programmed Residential Space,1
17031480500,Trade Service,6
17031480500,"Wholesale, Storage and Transportation",2
17031490200,Arts and Entertainment,1
17031490200,Childcare and Schools,3
17031490200,Dining,2
17031490200,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031490200,Personal Service,3
17031490200,Retail,6
17031490200,Trade Service,5
17031490500,Childcare and Schools,3
17031490500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031490500,Fitness,1
17031490500,Personal Service,1
17031490500,Religious (except school or residence),4
17031490500,Social Services & Political Advocacy,2
17031490500,Trade Service,1
17031490500,"Wholesale, Storage and Transportation",1
17031490600,Childcare and Schools,2
17031490600,Dining,1
17031490600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031490600,Health Services,1
17031490600,Personal Service,2
17031490600,Religious (except school or residence),3
17031490600,Retail,1
17031490600,Trade Service,2
17031490700,Childcare and Schools,2
17031490700,Dining,1
17031490700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031490700,Fitness,1
17031490700,Retail,2
17031490800,Childcare and Schools,4
17031490800,Dining,6
17031490800,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031490800,Personal Service,3
17031490800,Religious (except school or residence),5
17031490800,Retail,10
17031490800,Service or Programmed Residential Space,1
17031490800,Social Services & Political Advocacy,3
17031490800,Trade Service,7
17031490800,"Wholesale, Storage and Transportation",1
17031490901,Childcare and Schools,2
17031490901,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031490901,Fitness,1
17031490901,Personal Service,1
17031490901,Public Services,3
17031490901,Religious (except school or residence),9
17031490901,Retail,2
17031490901,Service or Programmed Residential Space,2
17031490901,Social Services & Political Advocacy,4
17031490901,Trade Service,1
17031490902,Arts and Entertainment,1
17031490902,Childcare and Schools,4
17031490902,Dining,3
17031490902,Fitness,1
17031490902,Health Services,1
17031490902,Other,1
17031490902,Personal Service,3
17031490902,Religious (except school or residence),6
17031490902,Retail,6
17031490902,Service or Programmed Residential Space,2
17031490902,Social Services & Political Advocacy,3
17031490902,Trade Service,2
17031491000,Childcare and Schools,2
17031491000,Dining,2
17031491000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031491000,Health Services,2
17031491000,Industrial,1
17031491000,Personal Service,2
17031491000,Public Services,3
17031491000,Religious (except school or residence),4
17031491000,Retail,3
17031491000,Service or Programmed Residential Space,3
17031491000,Social Services & Political Advocacy,2
17031491000,Trade Service,4
17031491000,"Wholesale, Storage and Transportation",1
17031491100,Childcare and Schools,3
17031491100,Dining,2
17031491100,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031491100,Fitness,1
17031491100,Health Services,1
17031491100,Personal Service,3
17031491100,Religious (except school or residence),10
17031491100,Retail,7
17031491100,Social Services & Political Advocacy,3
17031491100,Trade Service,2
17031491100,"Wholesale, Storage and Transportation",1
17031491200,Childcare and Schools,4
17031491200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031491200,Health Services,2
17031491200,Personal Service,5
17031491200,Religious (except school or residence),3
17031491200,Retail,1
17031491200,Social Services & Political Advocacy,1
17031491200,Trade Service,6
17031491200,"Wholesale, Storage and Transportation",1
17031491300,Childcare and Schools,3
17031491300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031491300,Health Services,1
17031491300,Personal Service,2
17031491300,Public Services,1
17031491300,Religious (except school or residence),4
17031491300,Retail,2
17031491300,Service or Programmed Residential Space,1
17031491300,Trade Service,1
17031491400,Childcare and Schools,3
17031491400,Dining,5
17031491400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031491400,Health Services,5
17031491400,Personal Service,3
17031491400,Public Services,1
17031491400,Religious (except school or residence),8
17031491400,Retail,28
17031491400,Social Services & Political Advocacy,2
17031491400,Trade Service,5
17031500100,Childcare and Schools,2
17031500100,Dining,1
17031500100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031500100,Personal Service,1
17031500100,Public Services,1
17031500100,Religious (except school or residence),3
17031500100,Retail,1
17031500100,Trade Service,1
17031500100,"Wholesale, Storage and Transportation",3
17031500200,Arts and Entertainment,1
17031500200,Childcare and Schools,1
17031500200,Religious (except school or residence),3
17031500200,Trade Service,1
17031500200,"Wholesale, Storage and Transportation",2
17031500300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031500300,Religious (except school or residence),1
17031500300,Retail,1
17031500300,Social Services & Political Advocacy,2
17031530100,Dining,1
17031530100,Personal Service,1
17031530100,Religious (except school or residence),2
17031530100,Retail,4
17031530200,Arts and Entertainment,1
17031530200,Dining,4
17031530200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031530200,Personal Service,2
17031530200,Religious (except school or residence),6
17031530200,Retail,6
17031530200,Social Services & Political Advocacy,1
17031530200,Trade Service,2
17031530300,Arts and Entertainment,1
17031530300,Childcare and Schools,1
17031530300,Dining,3
17031530300,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031530300,Industrial,1
17031530300,Public Services,1
17031530300,Religious (except school or residence),3
17031530300,Retail,6
17031530300,Social Services & Political Advocacy,1
17031530300,Trade Service,3
17031530400,Childcare and Schools,2
17031530400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031530400,Fitness,1
17031530400,Industrial,5
17031530400,Personal Service,1
17031530400,Public Services,1
17031530400,Religious (except school or residence),1
17031530400,Retail,3
17031530400,Social Services & Political Advocacy,1
17031530400,Trade Service,4
17031530501,Childcare and Schools,2
17031530501,Dining,1
17031530501,Personal Service,3
17031530501,Public Services,1
17031530501,Religious (except school or residence),9
17031530501,Retail,3
17031530501,Service or Programmed Residential Space,1
17031530501,Trade Service,3
17031530503,Childcare and Schools,3
17031530503,Dining,2
17031530503,Personal Service,1
17031530503,Religious (except school or residence),1
17031530503,Retail,2
17031530503,Trade Service,6
17031530600,Religious (except school or residence),1
17031530600,Retail,1
17031550100,Arts and Entertainment,6
17031550100,Childcare and Schools,2
17031550100,Dining,11
17031550100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031550100,Fitness,1
17031550100,Health Services,5
17031550100,Industrial,3
17031550100,Personal Service,4
17031550100,Public Services,4
17031550100,Religious (except school or residence),7
17031550100,Retail,10
17031550100,Service or Programmed Residential Space,1
17031550100,Social Services & Political Advocacy,3
17031550100,Trade Service,11
17031550100,"Wholesale, Storage and Transportation",4
17031550200,Childcare and Schools,1
17031550200,Dining,1
17031550200,Industrial,1
17031550200,Public Services,1
17031550200,Retail,1
17031550200,Social Services & Political Advocacy,1
17031550200,Trade Service,5
17031550200,"Wholesale, Storage and Transportation",5
17031560100,Dining,1
17031560100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560100,Health Services,1
17031560100,Industrial,6
17031560100,Retail,4
17031560100,Service or Programmed Residential Space,1
17031560100,Trade Service,5
17031560100,"Wholesale, Storage and Transportation",3
17031560200,Arts and Entertainment,1
17031560200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560200,Retail,1
17031560200,Social Services & Political Advocacy,1
17031560200,Trade Service,1
17031560200,"Wholesale, Storage and Transportation",1
17031560300,Childcare and Schools,1
17031560300,Dining,3
17031560300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560300,Health Services,2
17031560300,Religious (except school or residence),1
17031560300,Retail,3
17031560300,Trade Service,3
17031560300,"Wholesale, Storage and Transportation",1
17031560400,Arts and Entertainment,1
17031560400,Childcare and Schools,1
17031560400,Dining,1
17031560400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031560400,Industrial,1
17031560400,Personal Service,1
17031560400,Retail,2
17031560400,Service or Programmed Residential Space,1
17031560400,Trade Service,3
17031560400,"Wholesale, Storage and Transportation",5
17031560700,Dining,6
17031560700,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031560700,Fitness,1
17031560700,Health Services,5
17031560700,Industrial,1
17031560700,Personal Service,4
17031560700,Public Services,1
17031560700,Retail,4
17031560700,Social Services & Political Advocacy,1
17031560700,Trade Service,5
17031560800,Arts and Entertainment,1
17031560800,Childcare and Schools,1
17031560800,Dining,5
17031560800,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031560800,Health Services,8
17031560800,Personal Service,3
17031560800,Religious (except school or residence),2
17031560800,Retail,8
17031560800,Social Services & Political Advocacy,1
17031560800,Trade Service,7
17031560800,"Wholesale, Storage and Transportation",3
17031560900,Arts and Entertainment,2
17031560900,Childcare and Schools,2
17031560900,Dining,17
17031560900,"Financial, Insurance, Real Estate, Legal, and Professional",20
17031560900,Fitness,2
17031560900,Health Services,19
17031560900,Personal Service,16
17031560900,Retail,8
17031560900,Service or Programmed Residential Space,2
17031560900,Social Services & Political Advocacy,1
17031560900,Trade Service,11
17031560900,"Wholesale, Storage and Transportation",1
17031561000,Arts and Entertainment,5
17031561000,Dining,4
17031561000,"Financial, Insurance, Real Estate, Legal, and Professional",18
17031561000,Fitness,2
17031561000,Health Services,30
17031561000,Industrial,1
17031561000,Personal Service,10
17031561000,Retail,5
17031561000,Social Services & Political Advocacy,4
17031561000,Trade Service,15
17031561000,"Wholesale, Storage and Transportation",7
17031561100,Childcare and Schools,1
17031561100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031561100,Health Services,2
17031561100,Retail,1
17031561100,Social Services & Political Advocacy,1
17031561100,Trade Service,10
17031561100,"Wholesale, Storage and Transportation",4
17031570100,Dining,5
17031570100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570100,Fitness,1
17031570100,Health Services,2
17031570100,Industrial,2
17031570100,Personal Service,1
17031570100,Retail,9
17031570100,Trade Service,7
17031570100,"Wholesale, Storage and Transportation",10
17031570200,Arts and Entertainment,1
17031570200,Childcare and Schools,1
17031570200,Dining,9
17031570200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031570200,Health Services,3
17031570200,Industrial,11
17031570200,Personal Service,2
17031570200,Retail,24
17031570200,Social Services & Political Advocacy,3
17031570200,Trade Service,11
17031570200,"Wholesale, Storage and Transportation",29
17031570300,Arts and Entertainment,5
17031570300,Childcare and Schools,1
17031570300,Dining,17
17031570300,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031570300,Health Services,4
17031570300,Industrial,1
17031570300,Personal Service,9
17031570300,Public Services,2
17031570300,Retail,6
17031570300,Social Services & Political Advocacy,2
17031570300,Trade Service,6
17031570300,"Wholesale, Storage and Transportation",1
17031570400,Arts and Entertainment,1
17031570400,Childcare and Schools,3
17031570400,Dining,4
17031570400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570400,Fitness,1
17031570400,Health Services,2
17031570400,Industrial,3
17031570400,Personal Service,2
17031570400,Religious (except school or residence),1
17031570400,Retail,5
17031570400,Service or Programmed Residential Space,2
17031570400,Trade Service,10
17031570400,"Wholesale, Storage and Transportation",1
17031570500,Childcare and Schools,2
17031570500,Dining,4
17031570500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031570500,Health Services,2
17031570500,Industrial,1
17031570500,Personal Service,1
17031570500,Retail,5
17031570500,Trade Service,4
17031580100,Childcare and Schools,3
17031580100,Dining,5
17031580100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031580100,Fitness,2
17031580100,Industrial,6
17031580100,Personal Service,4
17031580100,Religious (except school or residence),3
17031580100,Retail,9
17031580100,Trade Service,8
17031580100,"Wholesale, Storage and Transportation",4
17031580200,Arts and Entertainment,1
17031580200,Dining,4
17031580200,Industrial,1
17031580200,Retail,1
17031580200,Trade Service,7
17031580200,"Wholesale, Storage and Transportation",1
17031580300,Childcare and Schools,1
17031580300,Dining,1
17031580300,Industrial,2
17031580300,Personal Service,2
17031580300,Retail,2
17031580300,Trade Service,8
17031580300,"Wholesale, Storage and Transportation",5
17031580400,Arts and Entertainment,2
17031580400,Childcare and Schools,3
17031580400,Dining,13
17031580400,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031580400,Health Services,4
17031580400,Personal Service,8
17031580400,Retail,16
17031580400,Social Services & Political Advocacy,2
17031580400,Trade Service,13
17031580501,Arts and Entertainment,2
17031580501,Childcare and Schools,5
17031580501,Dining,9
17031580501,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031580501,Health Services,3
17031580501,Personal Service,4
17031580501,Public Services,1
17031580501,Religious (except school or residence),3
17031580501,Retail,11
17031580501,Social Services & Political Advocacy,1
17031580501,Trade Service,7
17031580502,Arts and Entertainment,1
17031580502,Childcare and Schools,7
17031580502,Dining,15
17031580502,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031580502,Health Services,11
17031580502,Personal Service,10
17031580502,Public Services,1
17031580502,Religious (except school or residence),2
17031580502,Retail,18
17031580502,Social Services & Political Advocacy,1
17031580502,Trade Service,9
17031580502,"Wholesale, Storage and Transportation",1
17031580600,Childcare and Schools,2
17031580600,Dining,7
17031580600,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031580600,Industrial,1
17031580600,Personal Service,11
17031580600,Religious (except school or residence),1
17031580600,Retail,8
17031580600,Trade Service,5
17031580700,Arts and Entertainment,2
17031580700,Dining,3
17031580700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031580700,Health Services,1
17031580700,Personal Service,2
17031580700,Religious (except school or residence),2
17031580700,Retail,6
17031580700,Trade Service,9
17031580700,"Wholesale, Storage and Transportation",1
17031580800,Arts and Entertainment,1
17031580800,Dining,6
17031580800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031580800,Fitness,1
17031580800,Health Services,1
17031580800,Personal Service,1
17031580800,Retail,5
17031580800,Trade Service,6
17031610300,Arts and Entertainment,4
17031610300,Childcare and Schools,4
17031610300,Dining,16
17031610300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031610300,Fitness,1
17031610300,Health Services,5
17031610300,Industrial,10
17031610300,Personal Service,4
17031610300,Public Services,3
17031610300,Religious (except school or residence),1
17031610300,Retail,33
17031610300,Social Services & Political Advocacy,3
17031610300,Trade Service,16
17031610300,"Wholesale, Storage and Transportation",9
17031610400,Arts and Entertainment,3
17031610400,Childcare and Schools,1
17031610400,Dining,2
17031610400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031610400,Health Services,1
17031610400,Personal Service,1
17031610400,Religious (except school or residence),2
17031610400,Retail,15
17031610400,Service or Programmed Residential Space,1
17031610400,Social Services & Political Advocacy,1
17031610400,Trade Service,3
17031610800,Dining,1
17031610800,Fitness,1
17031610800,Industrial,1
17031610800,Trade Service,2
17031611200,Childcare and Schools,4
17031611200,Dining,2
17031611200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031611200,Industrial,1
17031611200,Personal Service,4
17031611200,Religious (except school or residence),1
17031611200,Retail,22
17031611200,Service or Programmed Residential Space,2
17031611200,Social Services & Political Advocacy,1
17031611200,Trade Service,8
17031611200,"Wholesale, Storage and Transportation",1
17031611300,Arts and Entertainment,1
17031611300,Childcare and Schools,5
17031611300,Dining,3
17031611300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031611300,Health Services,3
17031611300,Personal Service,1
17031611300,Religious (except school or residence),4
17031611300,Retail,19
