Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
MetroPCS,3146,S Ashland Ave,,,,Chicago,,Out of Business,Retail,Phones,No,2019,,773-823-7072,,POINT(-87.666045 41.8366341),-87.666045,41.8366341,
MetroPCS,3551,S Archer Ave,,,,Chicago,,Out of Business,Retail,Phones,No,2019,No number to call,,,POINT(-87.679068 41.829338),-87.679068,41.829338,
MetroPCS,1701,W 35th St,,,,Chicago,,Out of Business,Retail,Phones,No,2019,,,,POINT(-87.6681052 41.8302438),-87.6681052,41.8302438,
Miami Optical,3125,S Ashland Ave,204,,,Chicago,,Active,Health Services,Eye,No,2019,,773-890-1100,,POINT(-87.6651659 41.8375959),-87.6651659,41.8375959,
Mid Continent Office Distributors,3630,S Iron St,,,,Chicago,60609,Out of Business,"Wholesale, storage and transit",Wholesalers,No,2019,,,,POINT(-87.6597314 41.8278582),-87.6597314,41.8278582,
Mike's Services,3514,S Archer Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,No,2019,Civic Social Assns,773-847-0817,,POINT(-87.6786506 41.8300677),-87.6786506,41.8300677,
MJ Auto,3278,S Archer Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-376-3883,,POINT(-87.671279 41.834634),-87.671279,41.834634,
Modern Walls,3324,S Leavitt St,,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,"Will call again, business has voice mail, no answer again 7/30/19",773-523-8786,,POINT(-87.6805166 41.8331943),-87.6805166,41.8331943,
Monte Jalisco Auto Glass & Mechanic,3611,S Archer Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-847-8005,,POINT(-87.6809367 41.828115),-87.6809367,41.828115,
Montessori Foundations Of Chicago,2239,W 35th St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Moving to 2239 w 35th st,773-254-5437,,POINT(-87.6798814 41.8287754),-87.6798814,41.8287754,
My Life Studios,3355,S Archer Ave,7,,,Chicago,60608,Out of Business,Unknown,Unknown,Yes,2019,,773-890-1689,,POINT(-87.673376 41.832484),-87.673376,41.832484,
Nathanael Green Elementary School,3525,S Honore St,,,,Chicago,60609,Out of Business,Childcare and Schools,Public school K-12,No,2019,,,,POINT(-87.6711354 41.8296415),-87.6711354,41.8296415,
Native Soul,3113,S Archer Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,872-444-5511,,POINT(-87.6660180095764 41.8374207492187),-87.66601801,41.83742075,Instagram@ns_pmu_studio
Natural 1,3557,S Archer Ave,,,,Chicago,60609,Out of Business,Retail,Clothing,No,2019,,773-870-0979,,POINT(-87.6791327 41.8292631),-87.6791327,41.8292631,
New Archview Restaurant,3480,S Archer Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-254-4862,,POINT(-87.6774891 41.8308188),-87.6774891,41.8308188,
Nicky's Carry Out,3501,S Western Blvd,,,,Chicago,,Active,Dining,Fast Food,No,2019,Hotels and Motels,773-847-6391,,POINT(-87.6841906 41.830174),-87.6841906,41.830174,
O'Reilly Auto Parts,3201,S Ashland Ave,,,,Chicago,,Active,Retail,Auto Supply,No,2019,,773-247-6683,,POINT(-87.6638846 41.8353094),-87.6638846,41.8353094,locations.oreillyauto.com
Oakley Foods,3300,S Oakley Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-523-3945,,POINT(-87.6830179 41.8338196),-87.6830179,41.8338196,
Office of Alderman George Cardenas - 12th Ward,3476,S Archer Ave,,,,Chicago,,Active,Public Services,Representative,No,2019,,773-523-8250,,POINT(-87.6772676 41.8308434),-87.6772676,41.8308434,
"Office of Cook County Commissioner Jesus ""Chuy"" Garcia",3520,S Archer Ave,1D,,,Chicago,,Active,Public Services,Representative,No,2019,,872-281-5775,,POINT(-87.6788047 41.8299155),-87.6788047,41.8299155,
Office of State Senator Antonio Munoz - 1st District,1836,W 35th St,,,,Chicago,,Active,Public Services,Representative,No,2019,Bldng Maint Svc Ne,773-869-9050,,POINT(-87.6718673 41.830704),-87.6718673,41.830704,
Oil Express,3808,S Western Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-927-5005,,POINT(-87.6851711 41.824436),-87.6851711,41.824436,
Olympic Freightways,1801,W 31st Pl,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,,,,POINT(-87.671517 41.8364076),-87.671517,41.8364076,
One Stop Market,3456,S Western Ave,,,,Chicago,60608,Active,Retail,Small Grocery,No,2019,,773-801-0737,,POINT(-87.6853268 41.8304345),-87.6853268,41.8304345,
Our Lady of Good Counsel Convent,3525,S Paulina St,,,,Chicago,,Unknown,Service or Programmed Residential Space,Religious residence,Yes,2019,,,,POINT(-87.667649 41.829668),-87.667649,41.829668,
Pablo's Truck & Auto Tire Services,3618,S Archer Ave,,,,Chicago,60609,Out of Business,Trade Service,Vehicle services,No,2019,,773-247-6392,,POINT(-87.6818046 41.8280718),-87.6818046,41.8280718,
Pacific Global Bank,3233,S Ashland Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-843-3233,,POINT(-87.6653182 41.8343742),-87.6653182,41.8343742,pacificglobalbank.com
Papa Freddy's Pizza,2001,W 35th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,Gaslne Svc Stations,773-890-9060,,POINT(-87.6754364 41.8302175),-87.6754364,41.8302175,
Party City,1514,W 33rd St,Ste 5,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,773-847-0950,,POINT(-87.663931 41.8345583),-87.663931,41.8345583,
Patient Practitioner Partnership,2043,W 35th St,,,,Chicago,,Moved,Health Services,Out-patient,Yes,2019,Atmtve RPR Shps Ne no sign will call back later,773-254-0229,,POINT(-87.6770312 41.8302574),-87.6770312,41.8302574,
Patka-Sourek Funeral Home,3756,S Paulina St,,,,Chicago,60609,Out of Business,Trade Service,Funeral,No,2019,,773-565-4271,,POINT(-87.6680728 41.8250973),-87.6680728,41.8250973,
Patty's Hair Design,1514,W 33rd St,Ste K,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-376-3467,,POINT(-87.663931 41.8345583),-87.663931,41.8345583,
Paulina Foods,3663,S Paulina St,,,,Chicago,,Active,Retail,Small Grocery,No,2019,,773-254-9397,,POINT(-87.6677037 41.8269516),-87.6677037,41.8269516,
Payless Shoesource,3145,S Ashland Ave,,,,Chicago,60608,Out of Business,Retail,Shoes,No,2019,,773-847-5155,,POINT(-87.6637921 41.8365505),-87.6637921,41.8365505,
PBR River Village Townhomes,1301,W 35th St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-843-3908,,POINT(-87.6584649 41.8304677),-87.6584649,41.8304677,
Pepsi,1400,W 35th St,,,,Chicago,,Active,Industrial,Food processing plant,No,2019,,773-893-2300,,POINT(-87.6627446 41.8317268),-87.6627446,41.8317268,
Pet Supplies Plus,3145,S Ashland Ave,,,,Chicago,,Active,Retail,Pets,No,2019,,773-376-5956,,POINT(-87.6637921 41.8365505),-87.6637921,41.8365505,petsuppliesplus.com
Pilsen Bike Shop,3541,S Archer Ave,,,,Chicago,,Active,Trade Service,Bike shops,No,2019,,773-847-8500,,POINT(-87.6787255 41.8294485),-87.6787255,41.8294485,
Pilsen Gallery Antiques,3452,S Western Ave,,,,Chicago,,Active,Trade Service,Other repair,No,2019,,773-847-8113,,POINT(-87.6853712 41.8305362),-87.6853712,41.8305362,
Pinata Graphics,3604,S Iron St,,,,Chicago,60609,Out of Business,Trade Service,Other,No,2019,,773-847-3833,,POINT(-87.6600782 41.8284473),-87.6600782,41.8284473,
Ping's Ironwork,3393,S Archer Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,312-225-5988,,POINT(-87.6743134 41.8320533),-87.6743134,41.8320533,
Pirtek,3440,S Ashland Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-526-4673,,POINT(-87.6659346 41.8311272),-87.6659346,41.8311272,www.pirtekusa.com
Pochos,2027,W 35th St,,,,Chicago,60609,Active,Dining,Restaurant,No,2019,"this is american family insurance, name is the name of the agent",773-475-7829,,POINT(-87.6763368 41.8301753),-87.6763368,41.8301753,Pochoschicago.com
Popeyes Louisiana Kitchen,3204,S Ashland Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-254-2200,,POINT(-87.6659924 41.8352997),-87.6659924,41.8352997,
Prestige Limo Bus,3237,S Leavitt St,,,,Chicago,,Unknown,"Wholesale, storage and transit","Taxi, limo and similar",Yes,2019,,773-706-5968,,POINT(-87.6800543 41.8346196),-87.6800543,41.8346196,
Pro-Tech Auto Repair & Truck Rental,3700,S Ashland Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-890-0007,,POINT(-87.6659441 41.8265517),-87.6659441,41.8265517,
Productigear,1900,W 34th St,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-847-4505,,POINT(-87.673156 41.832326),-87.673156,41.832326,
Production and Maintenance Union Local 101,1820,W 35th St,,,,Chicago,60609,Out of Business,Social Services & Political Advocacy,Advocacy,Yes,2019,,,,POINT(-87.671251 41.8306915),-87.671251,41.8306915,
Public Storage,3659,S Ashland Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Public storage,No,2019,Lcl Trckg W/O Strge,773-920-1940,,POINT(-87.665134 41.8270384),-87.665134,41.8270384,
Pure Metal Recyling,3357,S Justine St,,,,Chicago,60608,Out of Business,Trade Service,Disposal,No,2019,,,,POINT(-87.6635844 41.8327482),-87.6635844,41.8327482,
R.M. Lucas,3211,S Wood St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-523-0545,,POINT(-87.6700726 41.835598),-87.6700726,41.835598,
R4 Services,3716,S Iron St,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Fnctns Rltd Dep Bkg,773-843-3900,,POINT(-87.6598855 41.826309),-87.6598855,41.826309,
R4 Services,1301,W 35th St,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,773-843-3915,,POINT(-87.6584649 41.8304677),-87.6584649,41.8304677,
Radioshack,3150,S Ashland Ave,,,,Chicago,60608,Out of Business,Retail,Electronics & appliances,No,2019,,773-247-3535,,POINT(-87.6660487 41.8364642),-87.6660487,41.8364642,
Ray's Lawn Care,3324,S Leavitt St,FL 2,,,Chicago,,Unknown,Trade Service,Outdoor service,Yes,2019,,773-927-7977,,POINT(-87.6805166 41.8331943),-87.6805166,41.8331943,
Reeder Heating and Cooling,3463,S Archer Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-767-7100,,POINT(-87.6764925 41.830644),-87.6764925,41.830644,
Refrigeration by Complete,2010,W 35th St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,773-247-3500,,POINT(-87.675726 41.83065),-87.675726,41.83065,
Rendered Services,3601,S Iron St,,,,Chicago,,Active,"Wholesale, storage and transit",Towing,No,2019,Genrl Wrhsg Storag,773-927-8888,,POINT(-87.6590155 41.8286506),-87.6590155,41.8286506,
Rent-A-Center,3145,S Ashland Ave,Ste 103,,,Chicago,60608,Out of Business,Trade Service,Equipment rental,No,2019,,773-376-8883,,POINT(-87.6637921 41.8365505),-87.6637921,41.8365505,
RentReady,2021,W 35th St,,,,Chicago,60609,Active,Trade Service,Building trades,No,2019,,773-857-2282,,POINT(-87.6761635 41.8301912),-87.6761635,41.8301912,rentreadyapartments.com
Rex Radiator and Welding,1440,W 38th St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Elmntry Scndry Scl,773-843-9886,,POINT(-87.6621659 41.825465),-87.6621659,41.825465,
Ribao Technology USA,3815,S Ashland Ave,3,,,Chicago,60609,Out of Business,Industrial,Finished goods,No,2019,Bus transportation,773-382-0530,,POINT(-87.66429 41.824474),-87.66429,41.824474,
RJ Riteway Door,3815,S Ashland Ave,,,,Chicago,60609,Out of Business,Industrial,Finished goods,No,2019,,773-523-6855,,POINT(-87.66429 41.824474),-87.66429,41.824474,
"Rogelio Liboon, MD",1937,W 35th St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Retail Bakeries,773-523-8014,,POINT(-87.6742942 41.8303154),-87.6742942,41.8303154,
Rojas Auto Service,1850,W 33rd St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-247-9318,,POINT(-87.6722557 41.834367),-87.6722557,41.834367,
Saint Andrew Lutheran Church,3658,S Honore St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Ofcs Hlth Prnrs Ne,773-523-0130,,POINT(-87.67153 41.8269831),-87.67153,41.8269831,
Saint Andrew Lutheran School,3659,S Honore St,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,,773-376-5370,,POINT(-87.6711354 41.8270026),-87.6711354,41.8270026,
Saint Andrew Ministry Center,3650,S Honore St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-376-5370,,POINT(-87.6718095 41.8270745),-87.6718095,41.8270745,
Saldana Trucking,3728,S Wood St,,,,Chicago,60609,Out of Business,"Wholesale, storage and transit",Goods distribution,Yes,2019,Commercial Prtng Lith,773-254-9134,,POINT(-87.6705094 41.8259131),-87.6705094,41.8259131,
Sally Beauty Supply,3145,S Ashland Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,,773-523-7434,,POINT(-87.6637921 41.8365505),-87.6637921,41.8365505,
Salon Sanjoy,3348,S Paulina St,,,,Chicago,60608,Out of Business,Personal Service,Beauty,Yes,2019,,773-360-8692,,POINT(-87.6682654 41.8327072),-87.6682654,41.8327072,
Santors Service Garage,3710,S Wood St,,,,Chicago,60609,Out of Business,Trade Service,Vehicle services,Yes,2019,Carwashes,773-927-8624,,POINT(-87.6705383 41.826389),-87.6705383,41.826389,
Secondprint Productions,3155,S Paulina St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,,773-844-9340,,POINT(-87.6678416 41.8360356),-87.6678416,41.8360356,
See All Industries,3623,S Laflin St,,,,Chicago,,Active,Industrial,Finished goods,No,2019,,773-927-3232,,POINT(-87.6630905 41.8277337),-87.6630905,41.8277337,
Shagg Cycle Seats,3315,S Wood St,,,,Chicago,,Active,Retail,Car-truck-motorcycle,Yes,2019,,773-927-0487,,POINT(-87.6701531 41.833599),-87.6701531,41.833599,
Shell,3510,S Ashland Ave,,,,Chicago,,Active,Retail,Gas station,No,2019,Ncmrcl Rsch Orgnztn,773-823-9457,,POINT(-87.6658565 41.8300311),-87.6658565,41.8300311,
Sherwin-Williams Paints,3140,S Ashland Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,,773-847-7362,,POINT(-87.6660354 41.8367018),-87.6660354,41.8367018,
Shining Express,2023,W 35th St,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,No phone number,,,POINT(-87.6762405 41.8301928),-87.6762405,41.8301928,
Shop N Go,3160,S Ashland Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,,,POINT(-87.6657643 41.836058),-87.6657643,41.836058,
Sigma Associates,3300,S Ashland Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,Yes,2019,,773-254-3373,,POINT(-87.6659924 41.8340581),-87.6659924,41.8340581,
Sin Censura,3225,S Western Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,,773-847-9100,,POINT(-87.6835416 41.8350995),-87.6835416,41.8350995,
Sky Enterprises International,3455,S Bell Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,,773-892-2366,,POINT(-87.6810795 41.8305961),-87.6810795,41.8305961,
Sleepy's,3145,S Ashland Ave,,,,Chicago,60608,Out of Business,Retail,Housewares & furnishings,No,2019,,,,POINT(-87.6637921 41.8365505),-87.6637921,41.8365505,
Smart Learning Center,3165,S Archer Ave,,,,Chicago,,Active,Childcare and Schools,Home daycare,Yes,2019,No number,,,POINT(-87.6673793 41.8364142),-87.6673793,41.8364142,
Society of Hu Yichuans Art,3640,S Damen Ave,,,,Chicago,60609,Out of Business,Arts and Entertainment,Social club,Yes,2019,,773-579-0052,,POINT(-87.6754304 41.8273416),-87.6754304,41.8273416,
Sotelo S. Carpentry,3554,S Wood St,,,,Chicago,60609,Out of Business,Trade Service,Building trades,Yes,2019,Floor Covering Strs,773-254-1539,,POINT(-87.6706153 41.8288742),-87.6706153,41.8288742,
South Asian American Digital Archive,3553,S Hoyne Ave,APT 3r,,,Chicago,,Unknown,Social Services & Political Advocacy,Social service,Yes,2019,,,,POINT(-87.6773513 41.8288062),-87.6773513,41.8288062,
SP Hair Studio & Hair Extensions,3302,S Ashland Ave,,,,Chicago,,Out of Business,Personal Service,Beauty,No,2019,,773-454-1065,,POINT(-87.6659539 41.8339797),-87.6659539,41.8339797,
Speed Queen Equipment,2013,W 35th St,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,"no web, spanish speaker",,,POINT(-87.6758938 41.8302246),-87.6758938,41.8302246,
Sprint,3150,S Ashland Ave,,,,Chicago,,Active,Retail,Phones,No,2019,,,,POINT(-87.6660354 41.836469),-87.6660354,41.836469,
St. Clare Friary,3407,S Archer Ave,,,,Chicago,,Active,Service or Programmed Residential Space,Religious residence,Yes,2019,,773-890-1238,,POINT(-87.674863280903 41.8320579517556),-87.67486328,41.83205795,
State Farm Insurance,1556,W 35th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-475-6400,,POINT(-87.6653018 41.8306711),-87.6653018,41.8306711,
State Farm Insurance,2020,W 35th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-268-6000,,POINT(-87.6761295 41.8305023),-87.6761295,41.8305023,
Statefarm,1556,W 35th St,,,,Chicago,60609,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-475-6400,,POINT(-87.6653018 41.8306711),-87.6653018,41.8306711,
Stepping Stones Therapeutics,3236,S Bell Ave,,,,Chicago,,Moved,Health Services,Out-patient,Yes,2019,,773-454-7663,,POINT(-87.6817855 41.8348037),-87.6817855,41.8348037,
Studio Didier Nolet,3461,S Archer Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,773-470-7833,,POINT(-87.6765812 41.830777),-87.6765812,41.830777,
Subway,3510,S Ashland Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-843-0444,,POINT(-87.6658565 41.8300311),-87.6658565,41.8300311,
Subway,3125,S Ashland Ave,207,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-254-4885,,POINT(-87.6651659 41.8375959),-87.6651659,41.8375959,
Sunlight Heating and Cooling,1643,W 35th St,,,,Chicago,60609,Out of Business,Trade Service,Building trades,Yes,2019,Sanitary Services Nec,773-909-1388,,POINT(-87.6672252 41.8302803),-87.6672252,41.8302803,
Sunset Construction,3543,S Hoyne Ave,,,,Chicago,60609,Out of Business,Trade Service,Building trades,Yes,2019,,773-406-8867,,POINT(-87.6773948 41.8290887),-87.6773948,41.8290887,
T-Mobile,3125,S Ashland Ave,201,,,Chicago,,Active,Retail,Phones,No,2019,,773-823-1223,,POINT(-87.6651659 41.8375959),-87.6651659,41.8375959,
T. Opera Cafe,1958,W 35th St,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,,773-823-7410,,POINT(-87.6751297 41.8306003),-87.6751297,41.8306003,
Taqueria la Placita,1856,W 35th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-565-4620,,POINT(-87.67258 41.8305826),-87.67258,41.8305826,
Taqueria Los Comales Number 8,3623,S Archer Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-890-4307,,POINT(-87.6812702 41.8278733),-87.6812702,41.8278733,
Target,1940,W 33rd St,,,,Chicago,,Active,Retail,Department store,No,2019,,773-843-3250,,POINT(-87.6743175 41.8361593),-87.6743175,41.8361593,
Taste of Canton,3324,S Archer Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-801-0491,,POINT(-87.6724125636202 41.8336888738772),-87.67241256,41.83368887,
Taste of Chicago Restaurant,3170,S Ashland Ave,Ste H,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-579-0355,,POINT(-87.6662111 41.835757),-87.6662111,41.835757,
Tax Pros,3710,S Western Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Plbng Htng Air-Co,773-927-1000,,POINT(-87.6851762 41.8263548),-87.6851762,41.8263548,
Temporada de Impuestos,3555,S Archer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Indvdl Family Services,312-275-0451,,POINT(-87.6791942 41.8292571),-87.6791942,41.8292571,
Tenurio Tire Shop,3440,S Western Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,,773-523-4731,,POINT(-87.6854994 41.8308784),-87.6854994,41.8308784,
The Hardcore Element,3265,S Archer Ave,,,,Chicago,,Active,Personal Service,Body art,No,2019,,773-376-7467,,POINT(-87.6702301 41.8346483),-87.6702301,41.8346483,
Theresa Mah State Representative,2108,W 35th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other legal,No,2019,,872-281-5775,,POINT(-87.678168 41.830596),-87.678168,41.830596,
Thompsons Landscaping & Brick,3344,S Hamilton Ave,,,,Chicago,60608,Moved,Trade Service,Outdoor service,Yes,2019,,773-567-1021,,POINT(-87.6792078 41.8327025),-87.6792078,41.8327025,
Tina's Spa Salon,1848,W Pershing Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,"Repair Services Nec  Called no answer, no web",773-843-5256,,POINT(-87.6721296 41.8234019),-87.6721296,41.8234019,
Tip Nail,3170,S Ashland Ave,Ste G,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-247-1713,,POINT(-87.6662111 41.835757),-87.6662111,41.835757,
Toltech,3504,S Western Ave,Ste 200,,,Chicago,,Active,Trade Service,Building trades,No,2019,,,,POINT(-87.6854249 41.8300458),-87.6854249,41.8300458,
Tony's Truck Service,3701,S Iron St,,,,Chicago,,Active,"Wholesale, storage and transit",Public storage,No,2019,,773-847-8848,,POINT(-87.6589607 41.8262902),-87.6589607,41.8262902,
Top Notch Silk Screening,3382,S Archer Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,Coffee shop,773-847-6335,,POINT(-87.6745323 41.8326119),-87.6745323,41.8326119,
Total Staffing Solutions,3148,S Ashland Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Employment,No,2019,,773-927-5100,,POINT(-87.6660006 41.8365426),-87.6660006,41.8365426,
Treasures Depot,3455,S Archer Ave,55,,,Chicago,,Active,Retail,Resale,No,2019,,773-847-6895,,POINT(-87.676443 41.830829),-87.676443,41.830829,
Trejo's Fencing,3701,S Ashland Ave,,,,Chicago,60609,Out of Business,Trade Service,Building trades,No,2019,,773-523-3163,,POINT(-87.6648173 41.8265643),-87.6648173,41.8265643,
Triton Plumbing,1824,W Pershing Rd,,,,Chicago,60609,Out of Business,Trade Service,Building trades,No,2019,,,,POINT(-87.6712018 41.8234722),-87.6712018,41.8234722,
Truth That Sets You Free Pentecostal Church,3334,S Paulina St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-890-3860,,POINT(-87.6681794 41.8330303),-87.6681794,41.8330303,
Tu Casa Guanajuato en Chicago,3661,S Archer Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,,773-247-2080,,POINT(-87.6823686 41.8271579),-87.6823686,41.8271579,
Tupperware Estrella Enterprises,3504,S Western Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,773-523-3304,,POINT(-87.6854249 41.8300458),-87.6854249,41.8300458,
United Cartage Group,1754,W 35th St,,,,Chicago,60609,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,,,,POINT(-87.6700375 41.8306476),-87.6700375,41.8306476,
US Tirex,3310,S Archer Ave,3,,,Chicago,,Out of Business,Retail,Auto Supply,No,2019,,,,POINT(-87.6726472 41.8339127),-87.6726472,41.8339127,
Valen's Hair Design,1854,W 35th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Eating Places  Kenny's Diner  closed down in 2013,773-254-4299,,POINT(-87.6724836 41.8305612),-87.6724836,41.8305612,
Velma F. Thomas Early Childhood Center,3625,S Hoyne Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-535-4088,,POINT(-87.677183 41.8276292),-87.677183,41.8276292,
"Vernor Moran, Attorney",3478,S Archer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,773-843-8300,,POINT(-87.6772429926508 41.8306831280829),-87.67724299,41.83068313,
Vero's Cakes,3120,S Wood St,,,,Chicago,60608,Moved,Dining,Cafe-Bakery-Specialty,No,2019,,773-576-8253,,POINT(-87.6705576 41.8366137),-87.6705576,41.8366137,
Veteran Tamale Foods,3133,S Archer Ave,,,,Chicago,,Out of Business,Retail,Other food,No,2019,,773-927-1282,,POINT(-87.6665611 41.8368882),-87.6665611,41.8368882,
Victor Hall Chicago,3636,S Iron St,,,,Chicago,60609,Out of Business,Arts and Entertainment,Hall-party-cater,No,2019,,,,POINT(-87.6599144 41.8275635),-87.6599144,41.8275635,
Victor's Barber Shop & Beauty Salon,3434,S Archer Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-376-3063,,POINT(-87.6761562 41.8316983),-87.6761562,41.8316983,
Vida,3452,S Western Ave,,,,Chicago,60608,Out of Business,Dining,Fast Food,No,2019,,773-847-8432,,POINT(-87.6853671 41.8305297),-87.6853671,41.8305297,
Video Strip,3307,S Archer Ave,,,,Chicago,,Active,Arts and Entertainment,Video rental,No,2019,,773-927-4307,,POINT(-87.6716292 41.8338195),-87.6716292,41.8338195,
Walgreens,1926,W 35th St,,,,Chicago,,Active,Retail,Drug,No,2019,Management  Services,773-254-5523,,POINT(-87.6737548 41.8306257),-87.6737548,41.8306257,
White Castle,3205,S Ashland Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-523-3456,,POINT(-87.665267 41.8351367),-87.665267,41.8351367,
Wiley's Lawn Care,1656,W Pershing Rd,,,,Chicago,60609,Out of Business,Trade Service,Outdoor service,No,2019,Ofcs Clns Optmtrst,773-579-0775,,POINT(-87.667495 41.823482),-87.667495,41.823482,
Wollschlager Funeral Home,3604,S Hoyne Ave,,,,Chicago,,Active,Trade Service,Funeral,No,2019,,773-523-0196,,POINT(-87.6779014 41.8282898),-87.6779014,41.8282898,
Yolanda S Crafts,3339,S Seeley Ave,,,,Chicago,60608,Out of Business,Retail,Crafts,Yes,2019,,773-376-2753,,POINT(-87.6763163 41.8329474),-87.6763163,41.8329474,
Youth Evangelical Fellowship,3659,S Honore St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,312-626-4933,,POINT(-87.6711354 41.8270026),-87.6711354,41.8270026,egnbc.org
Zaleta's Family Hair Center,3474,S Archer Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-847-6662,,POINT(-87.6772291 41.8309009),-87.6772291,41.8309009,
Zap Props,3611,S Loomis Pl,,,,Chicago,,Active,Retail,Resale,No,2019,,773-376-2278,,POINT(-87.6609644 41.8281937),-87.6609644,41.8281937,
Zaytune,3500,S Western Ave,,,,Chicago,60609,Out of Business,Dining,Fast Food,No,2019,,773-523-3500,,POINT(-87.6851993 41.8301617),-87.6851993,41.8301617,
