Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
Charlie Simokaitis Photography,4435,N Paulina St,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,Yes,2020,,773-275-7772,,POINT(-87.6708170604542 41.9626801153283),-87.67081706,41.96268012,,17031031900
Photographic Arts,4300,N Marine Dr,,,Uptown,Chicago,60613,Active,Trade Service,Photo studio,No,2020,,773-755-1637,,POINT(-87.6468882499555 41.9612112082315),-87.64688825,41.96121121,,17031031400
Photography,4507,N Magnolia Ave,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,Yes,2020,,773-334-9505,,POINT(-87.6608960314221 41.9638137801398),-87.66089603,41.96381378,,17031031700
Calabash Productions Calabash Animations,4809,N Ravenswood Ave,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,No,2020,,312-243-3433,,POINT(-87.6741940926102 41.9697898636935),-87.67419409,41.96978986,,17031031000
Scott Fishman Photography,4600,N Clarendon Ave,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,Yes,2020,,773-225-0725,,POINT(-87.6500178232002 41.9657927114733),-87.65001782,41.96579271,,17031031400
Birth Photography,1533,W Leland Ave,,,Uptown,Chicago,60640,Unknown,Trade Service,Photo studio,Yes,2020,"8/12/20
Called at 1:22PM to the number listed here but there was no answer. Only information online is a business page listing the address and phone number. Not enough to verify status.",773-251-9338,,POINT(-87.66849150005 41.9670315070151),-87.6684915,41.96703151,,17031031800
Eileen Ryan Photography,4865,N Ravenswood Ave,,,Uptown,Chicago,60640,Unknown,Trade Service,Photo studio,Yes,2020,Goes straight to VM,773-784-5318,,POINT(-87.6742140414977 41.9707256962075),-87.67421404,41.9707257,,17031040402
Wasio Photography,3318,W Wilson Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Photo studio,Yes,2020,,773-510-4474,,POINT(-87.7116230259471 41.9646995188242),-87.71162303,41.96469952,,17031140702
Spider Meka Photography,4016,N Clarendon Ave,,,Uptown,Chicago,60613,Active,Trade Service,Photo studio,Yes,2020,,773-360-7552,,POINT(-87.649718896213 41.9550472983986),-87.6497189,41.9550473,,17031032100
Stephanie Toland | Boudoir & Maternity Photography,4619,N Ravenswood Ave,,,Uptown,Chicago,60640,Moved,Trade Service,Photo studio,Yes,2020,"Location: 3435 N Sheffield Ave
Number: 312-857-8297",316-304-1486,,POINT(-87.6740870673272 41.9660010313646),-87.67408707,41.96600103,,17031031800
Michael Novo Photography,849,W Lakeside Pl,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,Yes,2020,,847-957-7709,,POINT(-87.6520436643031 41.9681855398595),-87.65204366,41.96818554,https://michaelnovophotography.com/,17031031501
Sean McGill Enterprises I,4407,N Beacon St,,,Uptown,Chicago,60640,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2020,,312-502-0045,,POINT(-87.6636530382841 41.9619234968398),-87.66365304,41.9619235,,17031031700
Sarah Scott Photography,4866,N Magnolia Ave,,,Uptown,Chicago,60640,Active,Trade Service,Photo studio,No,2020,,773-706-1144,,POINT(-87.6611004322852 41.970913407122),-87.66110043,41.97091341,,17031031100
A&D Media,1525,E 53rd St,Ste 420,,Hyde Park,Chicago,60615,Out of Business,Trade Service,Photo studio,No,2020,,773-629-9946,,POINT(-87.5881897 41.7993598),-87.5881897,41.7993598,,17031410800
Laurel Spingola Photo,3018,W Palmer St,APT G,,Logan Square,Chicago,60647,Unknown,Trade Service,Photo studio,Yes,2020,No awnser called Aug 6 at 9:30am called Aug 11 at 1:47pm,773-252-0765,,POINT(-87.7020685 41.9214961),-87.7020685,41.9214961,,17031221300
Colin Beckett Photography,2652,W Logan Blvd,,,Logan Square,Chicago,60647,Unknown,Trade Service,Photo studio,Yes,2020,Goes Straight To VM,630-621-5374,,POINT(-87.6947626 41.9289998),-87.6947626,41.9289998,,17031220300
Digital Artistry,2322,W McLean Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-339-2655,,POINT(-87.6859481 41.9185547),-87.6859481,41.9185547,,17031221600
Tobias Lopez Photography,2228,W Lyndale St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-593-7417,,POINT(-87.6839348 41.9228479),-87.6839348,41.9228479,,17031221600
Lynn Renee Photography,3561,W Lyndale St,APT 2f,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-343-8020,,POINT(-87.7160774 41.9216999),-87.7160774,41.9216999,,17031221000
Ken Carl Photography,3100,W Logan Blvd,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,708-400-7962,,POINT(-87.7050798 41.9288982),-87.7050798,41.9288982,kencarl.com,17031220500
Sharon Hoogstraten Photography,3071,W Palmer St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-486-3747,,POINT(-87.7020685 41.9214961),-87.7020685,41.9214961,,17031221300
Digital Image Video Production,4741,N Albany Ave,,,Albany Park,Chicago,60625,Out of Business,Trade Service,Photo studio,Yes,2020,,773-517-0591,,POINT(-87.705956564526 41.967864366877),-87.70595656,41.96786437,,17031140800
Foto Estudio Guerrero,2838,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Photo studio,No,2020,,773-931-6979,,POINT(-87.6999248858396 41.9613407825204),-87.69992489,41.96134078,,17031140800
Bridget Melton,2850,W Eastwood Ave,,,Albany Park,Chicago,60625,Out of Business,Trade Service,Photo studio,Yes,2020,,312-351-0352,,POINT(-87.7003415253666 41.9656745259045),-87.70034153,41.96567453,,17031140800
Mike Killion Photography,3015,W Sunnyside Ave,,,Albany Park,Chicago,60625,Active,Retail,Crafts,Yes,2020,,847-337-9385,,POINT(-87.7043605807613 41.9630245362928),-87.70436058,41.96302454,,17031140800
Isaiah Jay Photography,4955,N Whipple St,,,Albany Park,Chicago,60625,Active,Trade Service,Photo studio,Yes,2020,Online only.,224-522-1093,,POINT(-87.7048363680616 41.9712860849782),-87.70483637,41.97128608,,17031140100
Sandra Stinbrecher Photography,2744,W Sunnyside Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Photo studio,Yes,2020,,773-588-8662,,POINT(-87.6975523327663 41.9630964601727),-87.69755233,41.96309646,,17031140800
Berrynice Photography,2123,N Tripp Ave,,,Hermosa,Chicago,60639,Unknown,Trade Service,Photo studio,Yes,2020,Wrong number.,773-575-4981,,POINT(-87.7324503 41.9196468),-87.7324503,41.9196468,,17031200402
Vetro's Nutrition,4342,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Personal Service,Other,No,2020,,,,POINT(-87.7037529 41.814571),-87.7037529,41.814571,,17031580502
Don Horne,1928,N Kedzie Ave,APT 104,,Logan Square,Chicago,60647,Out of Business,Trade Service,Photo studio,Yes,2020,,312-576-1639,,POINT(-87.7074559 41.916478),-87.7074559,41.916478,,17031222700
Kingen Smith Productions,2030,N Humboldt Blvd,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Photo studio,Yes,2020,,773-278-8401,,POINT(-87.7028474 41.9184308),-87.7028474,41.9184308,,17031221200
Herb Nolan Photography,1819,N Hermitage Ave,,,Logan Square,Chicago,60622,Active,Trade Service,Photo studio,Yes,2020,,773-645-9009,,POINT(-87.6712003 41.914857),-87.6712003,41.914857,,17031832300
Lindsey Parker,1943,N Francisco Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,312-636-8215,lp@lindseyparkerstyles.com,POINT(-87.6990727 41.9169175),-87.6990727,41.9169175,https://www.lindseyparkerstyles.com/contact,17031222500
Brace Photo,2638,N Drake Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,No,2020,,773-227-5805,,POINT(-87.7161714 41.929415),-87.7161714,41.929415,,17031220602
Demarte Photography,2628,N Hamlin Ave,,,Logan Square,Chicago,60647,Unknown,Trade Service,Photo studio,Yes,2020,"Call unanswered on 08/11/2020, 10:43 AM.",773-666-5133,,POINT(-87.7222353 41.9291106),-87.7222353,41.9291106,,17031220702
Megan Bearder Photography,2638,N Sawyer Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-307-6666,,POINT(-87.7097704 41.929488),-87.7097704,41.929488,,17031220602
Sunny Han Studio,1921,N Springfield Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,312-404-7400,,POINT(-87.7238605 41.9161268),-87.7238605,41.9161268,,17031222900
A&R Recording House,1445,W Belmont Ave,,,Logan Square,Chicago,60657,Unknown,Trade Service,Photo studio,No,2020,Goes to VM,312-209-2727,,POINT(-87.786803 41.843539),-87.786803,41.843539,,17031815100
Angela Finney Set Design,2450,N Richmond St,1,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,917-509-3814,,POINT(-87.701423 41.926344),-87.701423,41.926344,,17031220400
Aj Abelman Photography,2508,N Richmond St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,440-465-6308,,POINT(-87.7014137 41.9269629),-87.7014137,41.9269629,,17031220400
Malia Rae Photography,1920,N Mozart St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-209-6614,,POINT(-87.6984587 41.9163285),-87.6984587,41.9163285,https://mipadrino.com/vendor/malia-rae-photography-chicago-il/,17031222500
Hanson TD Photo,2418,N Mozart St,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Photo studio,Yes,2020,,773-972-5142,,POINT(-87.6989496 41.9254714),-87.6989496,41.9254714,,17031220400
Flybird Photography,2518,N Mozart St,APT 2,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,937-361-5395,,POINT(-87.6989592 41.9272244),-87.6989592,41.9272244,flybirdphoto.com,17031220400
Organic Headshots,2648,N Ridgeway Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,312-912-8321,,POINT(-87.7210232 41.929687),-87.7210232,41.929687,,17031220702
Jen Jansen Photography,2012,N Western Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,No,2020,,312-379-9000,jenjansenphoto@gmail.com,POINT(-87.6876767 41.9180451),-87.6876767,41.9180451,jenjansenphoto.com,17031221500
Veridical Photography,2117,N Winchester Ave,,,Logan Square,Chicago,60614,Out of Business,Trade Service,Photo studio,Yes,2020,,773-677-4360,,POINT(-87.6762007 41.9201851),-87.6762007,41.9201851,,17031832300
Fab Photo,3621,W Cortland St,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Photo studio,Yes,2020,,773-234-1629,,POINT(-87.7175503 41.9152361),-87.7175503,41.9152361,,17031222900
Dl Photography,3850,W Cortland St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,No,2020,,773-697-3742,,POINT(-87.7232942 41.9154736),-87.7232942,41.9154736,,17031222900
Slack Photography,2650,W Belden Ave,APT 317,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,734-834-5927,,POINT(-87.6948107 41.9231317),-87.6948107,41.9231317,,17031221400
Croft Digital,2650,W Belden Ave,APT 306,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,630-621-8018,,POINT(-87.6948107 41.9231317),-87.6948107,41.9231317,,17031221400
Alan Shortall Photography,2650,W Belden Ave,APT 212,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,Temp closed.,773-252-3747,,POINT(-87.6948107 41.9231317),-87.6948107,41.9231317,,17031221400
Michael Prschman Photography,2743,N Whipple St,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,Online only.,773-297-4457,,POINT(-87.7034729 41.9315269),-87.7034729,41.9315269,,17031220500
Hannah Dunsirn Photography,325,N Hoyne Ave,,,Logan Square,Chicago,60612,Active,Trade Service,Photo studio,Yes,2020,,920-277-4655,,POINT(-87.7036558 41.9159286),-87.7036558,41.9159286,,17031222600
Freeman's Photo Studio,1656,W 79th St,,,Auburn Gresham,Chicago,60620,Out of Business,Trade Service,Photo studio,No,2020,,773-487-2444,,POINT(-87.6656821 41.750472),-87.6656821,41.750472,,17031710400
Dianne Brogan Photography,5440,S Kimbark Ave,,,Hyde Park,Chicago,60615,Active,Trade Service,Photo studio,Yes,2020,,773-882-8687,,POINT(-87.5951618 41.7967792),-87.5951618,41.7967792,,17031410700
Stock Montage,1817,N Mulligan Ave,,,Austin,Chicago,60639,Active,Trade Service,Photo studio,Yes,2020,,773-637-9790,,POINT(-87.7831546 41.9133788),-87.7831546,41.9133788,,17031250400
Alan Klehr Photography,5400,S Dorchester Ave,,,Hyde Park,Chicago,60615,Active,Trade Service,Photo studio,Yes,2020,,773-350-5515,,POINT(-87.5922084 41.797863),-87.5922084,41.797863,http://www.aklehr.com,17031410700
Diva Tees & Photography,8237,S Colfax Ave,,,South Chicago,Chicago,60617,Active,Trade Service,Photo studio,Yes,2020,,773-301-7182,,POINT(-87.5610025 41.7452085),-87.5610025,41.7452085,,17031460302
Imagine Studios,1111,S Monitor Ave,,,Austin,Chicago,60644,Active,Trade Service,Photo studio,Yes,2020,,708-785-7825,,POINT(-87.7702028 41.8669222),-87.7702028,41.8669222,,17031831400
Foto Studio Latino,5818,W Roosevelt Rd,,,Austin,Chicago,60644,Active,Trade Service,Photo studio,No,2020,Temp Closed,773-626-5579,,POINT(-87.77006 41.865767),-87.77006,41.865767,,17031831400
Ollie Photography,1626,S Trumbull Ave,,,North Lawndale,Chicago,60623,Out of Business,Trade Service,Photo studio,Yes,2020,,773-789-7502,,POINT(-87.7118159 41.8582148),-87.7118159,41.8582148,olliephotography.com,17031292200
Photography Again,1627,S St Louis Ave,,,North Lawndale,Chicago,60623,Active,Trade Service,Photo studio,Yes,2020,Temp closed,773-217-8716,,POINT(-87.7125183 41.8581996),-87.7125183,41.8581996,,17031292200
Producciones Yanet,3114,W Pope John Paul II Dr,,,Brighton Park,Chicago,60632,Active,Trade Service,Photo studio,No,2020,,773-927-5031,,POINT(-87.7024933 41.8156118),-87.7024933,41.8156118,,17031580502
Terry Evans Photography,1525,E 55th St,Ste 306,,Hyde Park,Chicago,60615,Unknown,Trade Service,Photo studio,No,2020,773-288-7368 is disconnected.,773-288-7368,,POINT(-87.5879658 41.794974),-87.5879658,41.794974,,17031411100
Diane Pronites Design,4437,W Altgeld St,,,Hermosa,Chicago,60639,Active,Trade Service,Photo studio,Yes,2020,,773-252-8761,,POINT(-87.7381381 41.9260262),-87.7381381,41.9260262,http://www.deva-design.net/contact-us/,17031200200
David Rigg Photography,2173,N California Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-235-7444,,POINT(-87.697049 41.921575),-87.697049,41.921575,,17031221400
Leslie Schwartz Photography,2147,N Claremont Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,Yes,2020,,773-259-8172,,POINT(-87.6862231 41.9212436),-87.6862231,41.9212436,,17031221600
Costin Photography,2726,N Albany Ave,FL 2,,Logan Square,Chicago,60647,Active,Trade Service,Photo studio,No,2020,,312-502-9047,,POINT(-87.7052725 41.9310689),-87.7052725,41.9310689,,17031220500
Mannered Mutts Dog Training,2738,N Artesian Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,312-775-2891,,POINT(-87.689331 41.9314847),-87.689331,41.9314847,helpmymutt.com,17031830900
Resolve Pest Solutions,2020,N California Ave,,,Logan Square,Chicago,60647,Moved,Trade Service,Animal care,No,2020,,773-756-1404,,POINT(-87.697631 41.9181135),-87.697631,41.9181135,,17031221300
Leaving Tracks  Incorporated,2020,N California Ave,,,Logan Square,Chicago,60647,Unknown,Trade Service,Animal care,No,2020,Called on 8/11/20 at 1:09pm and no answer. They have a Facebook page but they haven't posted since 2017,773-368-4964,,POINT(-87.697631 41.9181135),-87.697631,41.9181135,,17031221300
Your Pet's Wellness,2319,N Damen Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,312-848-1767,,POINT(-87.677568 41.923407),-87.677568,41.923407,,17031832300
Brighton Park Animal Hospital,3779,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Trade Service,Animal care,No,2020,,773-254-1111,,POINT(-87.686714 41.8245849),-87.686714,41.8245849,,17031580100
Happy Pets Boarding & Grooming,3789,S Archer Ave,,,Brighton Park,Chicago,60632,Active,Trade Service,Animal care,No,2020,,773-254-1212,,POINT(-87.6868686 41.8244726),-87.6868686,41.8244726,,17031580100
Chicago Puppy Place,4343,W Fullerton Ave,,,Hermosa,Chicago,60639,Active,Trade Service,Animal care,No,2020,,773-227-8556,,POINT(-87.7358079 41.9241609),-87.7358079,41.9241609,,17031200300
"Fullerton Animal Clinic, PC",4303,W Fullerton Ave,,,Hermosa,Chicago,60639,Active,Trade Service,Animal care,No,2020,,773-227-7600,,POINT(-87.7343257 41.9242067),-87.7343257,41.9242067,fullertonanimalclinic.com,17031200300
Vicky's Pet Grooming Shop,4609,S Archer Ave,Ste 1,,Brighton Park,Chicago,60632,Active,Trade Service,Animal care,No,2020,,773-426-0411,,POINT(-87.7113541 41.8094688),-87.7113541,41.8094688,,17031580400
West Side Animal Hospital,5837,W Chicago Ave,,,Austin,Chicago,60651,Active,Trade Service,Animal care,No,2020,,773-287-4841,,POINT(-87.7716857 41.8945841),-87.7716857,41.8945841,www.westsideanimalhospitalchicago.com,17031251400
Companion Animal Hospital,6530,W North Ave,,,Austin,Chicago,60707,Active,Trade Service,Animal care,No,2020,,708-248-8888,,POINT(-87.7893218 41.9095255),-87.7893218,41.9095255,companionop.com,17031250500
Karen's Kritters Pet Sitting Service,2317,N Neva Ave,,,Austin,Chicago,60707,Active,Trade Service,Animal care,Yes,2020,,773-836-0976,,POINT(-87.8036509 41.9216946),-87.8036509,41.9216946,,17031250500
Seligman Animal Hospital,4712,W North Ave,Ste 1,,Austin,Chicago,60639,Active,Trade Service,Animal care,No,2020,,773-772-7081,,POINT(-87.744001 41.9098516),-87.744001,41.9098516,seligmananimalhospital.com,17031831300
Hyde Park Animal Clinic,1363,E 53rd St,,,Hyde Park,Chicago,60615,Active,Trade Service,Animal care,No,2020,,773-324-4484,,POINT(-87.5925416 41.7992045),-87.5925416,41.7992045,,17031410700
Canis Sapiens Dog Training,5223,S Dorchester Ave,,,Hyde Park,Chicago,60615,Active,Trade Service,Animal care,Yes,2020,,773-913-2030,,POINT(-87.591393 41.800267),-87.591393,41.800267,http://www.canissapiens.com/register.html,17031410800
Auburn Animal Hospital,8256,S Ashland Ave,,,Auburn Gresham,Chicago,60620,Active,Trade Service,Animal care,No,2020,,773-783-7606,,POINT(-87.6636326 41.743205),-87.6636326,41.743205,,17031711200
Integrative Pet Care,2520,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-269-2964,,POINT(-87.69114 41.9177729),-87.69114,41.9177729,integrativepetcare.com,17031221400
Chicago Dog Walkers,2215,W Cortland St,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,Yes,2020,,773-394-9961,,POINT(-87.6831381 41.9159068),-87.6831381,41.9159068,,17031222200
Bucktown Bow & Meow,1647,W Cortland St,,,Logan Square,Chicago,60622,Active,Trade Service,Animal care,No,2020,,773-252-7500,,POINT(-87.6696664 41.9159202),-87.6696664,41.9159202,,17031832300
My Vet Animal Hospital,1643,W Cortland St,,,Logan Square,Chicago,60622,Active,Trade Service,Animal care,No,2020,,773-235-8387,,POINT(-87.6694834 41.9158875),-87.6694834,41.9158875,,17031832300
Pet A Cure,2949,W Diversey Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-384-7666,,POINT(-87.7019868 41.9319316),-87.7019868,41.9319316,,17031220400
Boulevard Veterinary,2740,W Armitage Ave,A,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,Yes,2020,,773-360-1731,,POINT(-87.6964375 41.917741),-87.6964375,41.917741,blvd.vet,17031221400
Accurate Pest & Animal Controlb,3745,W Armitage Ave,2,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-278-1490,,POINT(-87.7209974 41.9170701),-87.7209974,41.9170701,,17031222900
Westside Bee Boyz,941,W Lawrence Ave,,,Uptown,Chicago,60640,Moved,Trade Service,Animal care,No,2020,,312-391-4429,,POINT(-87.6534737067769 41.9690626532486),-87.65347371,41.96906265,,17031031501
Urban Pooch Canine Life Center,4501,N Ravenswood Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,No,2020,,773-942-6445,,POINT(-87.6740250422501 41.9635168634994),-87.67402504,41.96351686,,17031031900
Logan Square Animal Hospital,2543,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-661-6248,,POINT(-87.7046951 41.92761),-87.7046951,41.92761,,17031220500
Four Legged Fit Club,2714,N Sawyer Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,Yes,2020,,847-533-8417,,POINT(-87.709268 41.931154),-87.709268,41.931154,,17031220602
Paradise Four Paws,1950,N Elston Ave,,,Logan Square,Chicago,60642,Out of Business,Trade Service,Animal care,No,2020,"No web presence, business does not appear to be at this address based in google maps photos, phone number is four the manager of â€œParadise 4 Pawsâ€ in schiller park",708-667-7740,,POINT(-87.6674712 41.9176773),-87.6674712,41.9176773,,17031832300
"Edward Holub, DVM",4613,N Ashland Ave,3,,Logan Square,Chicago,60640,Active,Trade Service,Animal care,Yes,2020,,774-318-4877,,POINT(-87.6961526 41.9301492),-87.6961526,41.9301492,http://www.holubdvm.com/about.html,17031220300
Petsmart Petshotel,2665,N Elston Ave,,,Logan Square,Chicago,60647,Out of Business,Trade Service,Animal care,No,2020,"this is just a service offered at this petsmart, which was already mapped",773-252-4037,,POINT(-87.6844255 41.9306894),-87.6844255,41.9306894,,17031830900
Banfield Pet Hospital,2665,N Elston Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-782-9805,,POINT(-87.6844255 41.9306894),-87.6844255,41.9306894,banfield.com,17031830900
Your Pet's Wellness,2348,N Lister Ave,APT 401,,Logan Square,Chicago,60614,Moved,Trade Service,Animal care,No,2020,Located on 2659 N Milwaukee Ave.,773-227-1000,,POINT(-87.6774095 41.9234013),-87.6774095,41.9234013,,17031832300
Veterinary Home Health Care,2060,N Kolmar Ave,,,Hermosa,Chicago,60639,Active,Trade Service,Animal care,Yes,2020,,773-237-8230,,POINT(-87.7408001 41.9178075),-87.7408001,41.9178075,http://www.vethomehealth.com/,17031200401
Fresh Wagg Grooming,1822,N Tripp Ave,,,Hermosa,Chicago,60639,Moved,Trade Service,Animal care,Yes,2020,"Same number.
New Address: 4818 W Wolfram",312-646-8936,,POINT(-87.7328158 41.914288),-87.7328158,41.914288,fresh-wagg-grooming.business.site,17031831200
Ravenswood Animal Hospital,2752,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Animal care,No,2020,,773-539-7387,,POINT(-87.6980610002026 41.9612894933694),-87.698061,41.96128949,,17031140800
Rover-Time Dog Walking & Pet Sitting,3047,W Leland Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Animal care,Yes,2020,,773-242-9176,,POINT(-87.7053238325623 41.9666424954669),-87.70532383,41.9666425,,17031140800
Pampered Pooch Chicago,3721,W Agatite Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Animal care,Yes,2020,Temp closed.,773-407-7254,,POINT(-87.7214018292118 41.9619174957281),-87.72140183,41.9619175,,17031140602
Jefferson Park Animal Hospital,4490,W Lawrence Ave,,,Albany Park,Chicago,60630,Active,Trade Service,Animal care,No,2020,TEMP CLOSED,773-777-1866,,POINT(-87.7415215286826 41.968122525669),-87.74152153,41.96812253,,17031140400
One Tail At A Time,2144,N Wood St,,,Logan Square,Chicago,60608,Active,Trade Service,Animal care,Yes,2020,,866-515-6828,,POINT(-87.7114934996629 41.9702174848296),-87.7114935,41.97021748,,17031140200
Happy Hounds Dog Training,4638,N Keystone Ave,,,Albany Park,Chicago,60630,Unknown,Trade Service,Animal care,Yes,2020,"No social media, no website, and when left a voicemail no response. It seems to be a private residence.",773-965-0568,,POINT(-87.7291994106939 41.9652080781377),-87.72919941,41.96520808,,17031140500
Diamond Dogs,3800,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Animal care,No,2020,,773-398-6765,,POINT(-87.723211919238 41.9610434862951),-87.72321192,41.96104349,,17031140602
Bow Wow Meow,4524,N Kimball Ave,,,Albany Park,Chicago,60625,Active,Trade Service,Animal care,Yes,2020,,773-478-9699,,POINT(-87.7132594356962 41.9637315751819),-87.71325944,41.96373158,,17031140702
Soggy Paws,4715,N Racine Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,No,2020,,773-334-7663,,POINT(-87.6595935604984 41.9677644446533),-87.65959356,41.96776444,,17031830700
Pawsitively Balanced Dog Training,940,W Carmen Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,Yes,2020,,847-840-8907,,POINT(-87.6541313607015 41.9743154789922),-87.65413136,41.97431548,,17031031300
Uptown Pet Salon,1712,W Lawrence Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,No,2020,,773-878-8400,,POINT(-87.6716079920275 41.9689284099832),-87.67160799,41.96892841,uptownpetsalon.com,17031031000
Bow Wow Lounge,5135,N Ravenswood Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,No,2020,,773-878-0500,,POINT(-87.6743651408234 41.9752686695738),-87.67436514,41.97526867,,17031031000
Chicago Animal Care,4896,N Ashland Ave,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,Yes,2020,,608-234-8024,,POINT(-87.6695584219265 41.9716611616667),-87.66955842,41.97166116,,17031031000
Aeslin Pup Hub,1904,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-904-7505,,POINT(-87.6862976262358 41.9160612585092),-87.68629763,41.91606126,aeslin.com/bucktown/,17031222200
Gimmie A Break Pet Care,4535,N Paulina St,,,Uptown,Chicago,60640,Active,Trade Service,Animal care,No,2020,,773-619-2547,,POINT(-87.6708274809115 41.9640286611504),-87.67082748,41.96402866,,17031031900
Shampoodles,2942,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Animal care,No,2020,,773-654-3455,,POINT(-87.7025695287309 41.9612585115813),-87.70256953,41.96125851,,17031140800
Buds N' Studs,3908,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Trade Service,Animal care,No,2020,,312-758-1226,,POINT(-87.7258390288117 41.961005453114),-87.72583903,41.96100545,,17031140601
Temple of the Dog and Meow Lounge,2526,N California Ave,,,Logan Square,Chicago,60647,Active,Trade Service,Animal care,No,2020,,773-698-6508,,POINT(-87.6975259429582 41.9274529940019),-87.69752594,41.92745299,templeofthedogchicago.com,17031220400
One Lucky Puppy Grooming Salon,6268,W North Ave,,,Austin,Chicago,60639,Active,Trade Service,Animal care,No,2020,,773-413-7956,,POINT(-87.7828314445584 41.9091895296165),-87.78283144,41.90918953,,17031250400
Windy City Mix,1921,N Harlem Ave,,,Austin,Chicago,60707,Active,Trade Service,Tech service,No,2020,,,,POINT(-87.8059241076821 41.9149708634558),-87.80592411,41.91497086,,17031250500
Alterations Costura,4231,S Archer Ave,2nd floor,,Brighton Park,Chicago,60632,Active,Trade Service,Other,Yes,2020,,773-718-2040,,POINT(-87.7002128605668 41.8165269378453),-87.70021286,41.81652694,,17031580502
De Arte Barber Shop and Beauty Salon,2650,W 47th St,,,Brighton Park,Chicago,60632,Active,Trade Service,Other,No,2020,,773-376-7149,,POINT(-87.6913509443564 41.8083594602073),-87.69135094,41.80835946,,17031842800
