Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Calumet Trailer Service,1801,E 130th St,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,The business doesn't exist and online showed permanently closed,773-646-3507,,POINT(-87.5822138 41.658335),-87.5822138,41.658335,
Campos Meats,11640,S Ewing Ave,,,,Chicago,60617,Out of Business,"Wholesale, storage and transit",Wholesalers,Yes,2019,Misc Rtl Strs Nec,773-646-3080,,POINT(-87.5356254 41.6833072),-87.5356254,41.6833072,
Cascade Construction,13018,S Muskegon Ave,,,,Chicago,60633,Out of Business,Trade Service,Building trades,Yes,2019,Cstm Cmptr Prgmg Sv,773-646-2647,,POINT(-87.5547078 41.6584955),-87.5547078,41.6584955,
Cassens Transport Company,13511,S Torrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Bus  Services  Nec,773-646-0712,,POINT(-87.5590693 41.6507786),-87.5590693,41.6507786,
Chantilly Beauty Salon,13353,S Avenue M,,,,Chicago,60633,Out of Business,Personal Service,Beauty,Yes,2019,Brd Cke Rltd Prdc,773-646-4212,,POINT(-87.5372386 41.6521124),-87.5372386,41.6521124,
Chicago Enterprise Center,13535,S Torrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Religious Organizations,773-646-1320,,POINT(-87.5480649 41.6471767),-87.5480649,41.6471767,
Chicago Fire Department - Fire Station - 6th District,11641,S Avenue O,,,,Chicago,,Active,Public Services,City Fire Station,No,2019,,,,POINT(-87.5398728 41.6833069),-87.5398728,41.6833069,
Chicago Pita Kitchen,13227,S Brainard Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,No answer to phone and no online presence,773-646-2000,,POINT(-87.5539354 41.6550925),-87.5539354,41.6550925,
Chicago Public Library - Hegewisch Branch,3048,E 130th St,,,,Chicago,,Active,Public Services,Library,No,2019,Nrsdntl Building Optrs,312-747-0046,,POINT(-87.5487406 41.6594004),-87.5487406,41.6594004,
Chicago Public Schools - Virgil Grissom Elementary School,12810,S Escanaba Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,,773-535-5380,,POINT(-87.5535685 41.6622665),-87.5535685,41.6622665,
China Garden,13328,S Baltimore Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Rl Estate Agents Managers,773-646-3826,,POINT(-87.5474177 41.6528033),-87.5474177,41.6528033,
CJS,13302,S Baltimore Ave,,,,Chicago,60633,Out of Business,Personal Service,Beauty,No,2019,Svc Estblshmnt Eqpt for planes,773-646-6613,,POINT(-87.5473404 41.6534829),-87.5473404,41.6534829,
Cleaners and More,13251,S Baltimore Ave,,,,Chicago,60633,Out of Business,Personal Service,"Laundry, tailor",No,2019,,773-646-0037,,POINT(-87.54679 41.6539286),-87.54679,41.6539286,
Club 505,13505,S Brainard Ave,,,,Chicago,,Active,Arts and Entertainment,Club-lounge-bar,No,2019,Looks run down,773-646-9819,,POINT(-87.546691 41.6493539),-87.546691,41.6493539,
Club 81 Too,13157,S Avenue M,,,,Chicago,,Active,Dining,Bar-grill,No,2019,,773-646-4292,,POINT(-87.5370936 41.6556294),-87.5370936,41.6556294,
Currency Exchange,13412,S Brandon Ave,,,,Chicago,60633,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Currency exchange,No,2019,Hotels and Motels,773-646-0555,,POINT(-87.5461333 41.6513842),-87.5461333,41.6513842,
"Daniel J. Rak, DDS",13437,S Baltimore Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Eating Places,773-646-1112,,POINT(-87.5468286 41.6506983),-87.5468286,41.6506983,
Deal with it Productions,12936,S Manistee Ave,,,,Chicago,60633,Out of Business,Trade Service,Media,Yes,2019,Bus  Services  Nec,773-646-2452,,POINT(-87.5558664 41.6598825),-87.5558664,41.6598825,
Diamond Grinding & Grooving,11800,S Ewing Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Funerl Svc Crmtrie,773-978-5000,,POINT(-87.5366106 41.6806241),-87.5366106,41.6806241,
Dollar Tree,3620,E 118th St,,,,Chicago,,Active,Retail,Small mixed,No,2019,,773-646-1458,,POINT(-87.5356447 41.6822765),-87.5356447,41.6822765,
Doreen's Pizzeria,13201,S Baltimore Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Apartment Building Operators,773-646-0063,,POINT(-87.5467513 41.6553681),-87.5467513,41.6553681,
East Side Soccer Dome,11919,S Avenue O,,,,Chicago,,Active,Arts and Entertainment,"Stadium, arena, sport venue",No,2019,,773-768-8293,,POINT(-87.5388901 41.6782992),-87.5388901,41.6782992,
EC Electric,12720,S Escanaba Ave,,,,Chicago,60633,Out of Business,Trade Service,Building trades,Yes,2019,Repair Services Nec,773-851-4291,,POINT(-87.553472 41.6639576),-87.553472,41.6639576,
Eddie And Tony's Auto Repair,13135,S Manistee Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Rl Estate Agents Managers,773-614-7860,,POINT(-87.5553644 41.6562517),-87.5553644,41.6562517,
Elite Pro Cuts,13308,S Baltimore Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,630-506-0613,,POINT(-87.5474273 41.6533777),-87.5474273,41.6533777,
Emma's Hair Studio,13538,S Brandon Ave,,,,Chicago,60633,Out of Business,Personal Service,Beauty,No,2019,,773-336-5071,,POINT(-87.5461907 41.6489095),-87.5461907,41.6489095,
Epic Catering,13514,S Avenue O,,,,Chicago,,Out of Business,Arts and Entertainment,Hall-party-cater,No,2019,,773-646-4600,,POINT(-87.5399206 41.6494795),-87.5399206,41.6494795,
Era - Valdivia Contractors,11909,S Avenue O,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-721-9350,,POINT(-87.5390446 41.6787695),-87.5390446,41.6787695,
Eric's Food Center,13209,S Baltimore Ave,,,,Chicago,,Active,Retail,Small Grocery,No,2019,Commnctn Services Nec,773-646-3555,,POINT(-87.546732 41.6551536),-87.546732,41.6551536,
Family Dollar,3560,E 118th St,,,,Chicago,,Out of Business,Retail,Small mixed,No,2019,,773-646-2316,,POINT(-87.535632 41.6822473),-87.535632,41.6822473,
Family Dollar,13319,S Brainard Ave,,,,Chicago,,Active,Retail,Small mixed,No,2019,Sngl-Fam Hsng Cnstr,773-646-4101,,POINT(-87.5515602 41.653193),-87.5515602,41.653193,
Fire Department,13359,S Burley Ave,,,,Chicago,,Active,Public Services,City Fire Station,No,2019,,773-646-0612,,POINT(-87.5444337 41.6519709),-87.5444337,41.6519709,
First Merchants Bank,13323,S Baltimore Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,Eating Places,773-646-1000,,POINT(-87.5468093 41.6529753),-87.5468093,41.6529753,
First Savings Bank of Hegewisch - East Side Office,11601,S Avenue O,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,New business has replaced this currency exchange business.,773-646-5670,,POINT(-87.5396627 41.6843855),-87.5396627,41.6843855,
First Savings Bank of Hegewisch - Main Office,13220,S Baltimore Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,Rl Estate Agents Managers,773-646-4200,,POINT(-87.5473887 41.6548172),-87.5473887,41.6548172,
Ford Sequencing Center,12429,S Burley Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,,,,POINT(-87.5428599 41.6694659),-87.5428599,41.6694659,
Four Sons Towing and Storage,12846,S Commercial Ave,,,,Chicago,60633,Out of Business,"Wholesale, storage and transit",Towing,Yes,2019,Indvdl Family Services,773-646-0653,,POINT(-87.5510387 41.6614927),-87.5510387,41.6614927,
Fourth Congregational Church Chicago,13333,S Ave L,,,,Chicago,60633,Out of Business,Religious (except school or residence),Church,Yes,2019,Bus Consulting Nec,773-646-3335,,POINT(-87.5359829 41.652689),-87.5359829,41.652689,
Frank F. Opyt Funeral Home,13350,S Baltimore Ave,,,,Chicago,,Active,Trade Service,Funeral,No,2019,Colleges Univrstie,773-646-1133,,POINT(-87.5475046 41.6522115),-87.5475046,41.6522115,
G2G Church,11731,S Avenue O,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-729-0522,,POINT(-87.5396627 41.6818954),-87.5396627,41.6818954,
Gallo Equipment,11835,S Avenue O,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,Air Trans Schedule,773-374-5515,,POINT(-87.5391991 41.6800179),-87.5391991,41.6800179,
Georgie's Tavern Uncle Bobby’s,13359,S Avenue M,,,,Chicago,,Active,Retail,Liquor,No,2019,Apartment Building,773-646-1524,,POINT(-87.5372 41.6519558),-87.5372,41.6519558,
Gerdau Ameristeel,13535,S Torrence Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-646-0208,,POINT(-87.5480649 41.6471767),-87.5480649,41.6471767,
Girl Scouts of Chicago,13157,S Carondolet Ave,,,,Chicago,60633,Out of Business,Childcare and Schools,Other,Yes,2019,Management Consulting Services,773-646-4126,,POINT(-87.549262 41.6556551),-87.549262,41.6556551,
Gorditas Adrians,13507,S Brainard Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Architectural Services,872-666-5704,,POINT(-87.5466644 41.649303),-87.5466644,41.649303,
Great Lakes Reloading,13535,S Torrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,Indvdl Family Services,773-646-6363,,POINT(-87.5480649 41.6471767),-87.5480649,41.6471767,
Hegewisch Chamber of Commerce,13330,S Baltimore Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,Mens Boys Neckwear,773-646-6880,Hegchamber@sbcglobal.net,POINT(-87.5473694 41.6527341),-87.5473694,41.6527341,
Hegewisch Community Commitee,13260,S Brandon Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,630-201-3701,,POINT(-87.54626 41.653796),-87.54626,41.653796,
Hegewisch Cycle & Hobby Shop,13403,S Brandon Ave,,,,Chicago,60633,Out of Business,Retail,Crafts,No,2019,Religious Organizations,773-646-2584,,POINT(-87.5457076 41.6516734),-87.5457076,41.6516734,
Hegewisch Train Station Cafe,13730,S Brainard Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,888-578-7275,,POINT(-87.5406614 41.6457523),-87.5406614,41.6457523,
Hegewisch-East Side Child Development Center,13338,S Brandon Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,Apartment Building Operators,773-646-2223,,POINT(-87.5462685 41.6524966),-87.5462685,41.6524966,
Henry Booth House,2725,E 130th St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,773-646-2400,,POINT(-87.55712 41.6588896),-87.55712,41.6588896,
International Union UAW Local 3212,11731,S Avenue O,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,Trckg Except Local,773-646-3805,,POINT(-87.5396627 41.6818954),-87.5396627,41.6818954,
Itt Technical College,13158,S Buffalo Ave,,,,Chicago,60633,Out of Business,Childcare and Schools,Private University,Yes,2019,Bus  Services  Nec,773-646-2051,,POINT(-87.543748 41.6556059),-87.543748,41.6556059,
James Egan,13101,S Baltimore Ave,,,,Chicago,,Active,Health Services,Chiropractor,No,2019,Loan Brokers,773-646-0500,,POINT(-87.5468093 41.6571016),-87.5468093,41.6571016,
"James M. Goril, DDS",13247,S Baltimore Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Womens Clothng Strs,773-646-4664,,POINT(-87.5468672 41.654086),-87.5468672,41.654086,
Jaynes Jewelry,13415,S Baltimore Ave,,,,Chicago,60633,Out of Business,Retail,Beauty-Accessory,Yes,2019,Bus  Services  Nec,630-257-9669,,POINT(-87.5468576 41.651312),-87.5468576,41.651312,
JBK Realty,13439,S Burley Ave,,,,Chicago,60633,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Estate Agents Managers,,,POINT(-87.5444337 41.6506862),-87.5444337,41.6506862,
John S. Wrona,13333,S Baltimore Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,Acctng Audtng Bkp,773-646-0022,,POINT(-87.5468189 41.6526543),-87.5468189,41.6526543,
Juan R. Zuniga,13237,S Green Bay Ave,,,,Chicago,60633,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other,Yes,2019,Social Services Nec,,,POINT(-87.5407927 41.654414),-87.5407927,41.654414,
Kidzzz Bumble Bear Day Care,13673,S Brainard Ave,,,,Chicago,60633,Out of Business,Childcare and Schools,Home daycare,Yes,2019,Home goods. Moved to Hermosa.,773-359-2114,,POINT(-87.5435066 41.646929),-87.5435066,41.646929,
Kloeckner Metals,13535,S Torrence Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,Social Services Nec,773-646-8460,,POINT(-87.5480649 41.6471767),-87.5480649,41.6471767,
Koza,13548,S Burley Ave,,,,Chicago,60633,Out of Business,Trade Service,Media,Yes,2019,Misc Gnrl Mrch Strs,773-646-0958,,POINT(-87.5449745 41.6485954),-87.5449745,41.6485954,
Las Flores,13359,S Brandon Ave,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,,708-612-6021,,POINT(-87.5456311 41.6519575),-87.5456311,41.6519575,
Law Office,13349,S Baltimore Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,773-646-7007,,POINT(-87.5468672 41.6522563),-87.5468672,41.6522563,
Lebanon Lutheran Church,13100,S Manistee Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Hlth Alld Services Ne,773-646-1747,,POINT(-87.5559329 41.6572114),-87.5559329,41.6572114,
Leon Brothers Automotive Repair,13359,S Baltimore Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Nrsdntl Building Optrs,773-646-2896,,POINT(-87.5465968 41.652017),-87.5465968,41.652017,
Lighthouse Christian Fellowship,3152,E 133rd St,,,,Chicago,60633,Out of Business,Religious (except school or residence),Church,No,2019,,630-201-3701,,POINT(-87.5463107 41.6538368),-87.5463107,41.6538368,
Little Star Daycare,13409,S Brandon Ave,,,,Chicago,60633,Out of Business,Childcare and Schools,Home daycare,Yes,2019,Nrsdntl Building Optrs,,,POINT(-87.5456215 41.6514998),-87.5456215,41.6514998,
Los Cantaritos,13343,S Baltimore Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Child Day Care Services,773-646-4015,,POINT(-87.5468769 41.652383),-87.5468769,41.652383,
Lotus Cafe,3448,E 118th St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,,,POINT(-87.5388156 41.6820757),-87.5388156,41.6820757,
Love Nails,3536,E 118th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-646-0507,,POINT(-87.5374528 41.6809533),-87.5374528,41.6809533,
Mancini's Pizza,13508,S Brandon Ave,,,,Chicago,60633,Out of Business,Dining,Restaurant,No,2019,,773-646-2783,,POINT(-87.5461236 41.6497002),-87.5461236,41.6497002,
Med Star Lab,13101,S Baltimore Ave,,,,Chicago,60633,Out of Business,Health Services,Out-patient,No,2019,,708-488-1000,,POINT(-87.5468093 41.6571016),-87.5468093,41.6571016,
Mike's Decorating,11622,S Ewing Ave,,,,Chicago,60617,Out of Business,Trade Service,Indoor service,Yes,2019,Hardware Stores,773-646-6308,,POINT(-87.5355868 41.6838511),-87.5355868,41.6838511,
Mirna's Gift Shop,13325,S Brandon Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,Junior Colleges,773-646-2482,,POINT(-87.5455659 41.652895),-87.5455659,41.652895,
Mission Inflatable,13256,S Baltimore Ave,,,,Chicago,,Active,Arts and Entertainment,Hall-party-cater,No,2019,No sign,708-670-9488,,POINT(-87.5474137 41.6538718),-87.5474137,41.6538718,
Moonie D's Pizza,13320,S Baltimore Ave,,,,Chicago,60633,Out of Business,Dining,Fast Food,No,2019,,773-359-2880,,POINT(-87.5475046 41.65299),-87.5475046,41.65299,
New Jerusalem Cogic,13501,S Burley Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Sanitary Services Nec,773-646-1399,,POINT(-87.5444514 41.6498295),-87.5444514,41.6498295,
Norfolk Southern Corporation,13227,S Torrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Holding Comps Nec,773-646-8103,,POINT(-87.5591838 41.656198),-87.5591838,41.656198,
O'Brien Lock And Dam,2325,E 134th St,,,,Chicago,,Active,Public Services,Other,No,2019,,773-646-2183,,POINT(-87.56959 41.651594),-87.56959,41.651594,
Old Time Tap,13501,S Brandon Ave,,,,Chicago,60633,Out of Business,Arts and Entertainment,Club-lounge-bar,No,2019,Burnt down.,,,POINT(-87.5456311 41.6498941),-87.5456311,41.6498941,
Olive Green,13501,S Avenue M,,,,Chicago,60633,Out of Business,Dining,Restaurant,No,2019,,773-646-6200,,POINT(-87.5372089 41.6498326),-87.5372089,41.6498326,
Orozco Humberto,13114,S Brandon Ave,,,,Chicago,60633,Out of Business,Unknown,Unknown,Yes,2019,,773-646-1162,,POINT(-87.5461719 41.656835),-87.5461719,41.656835,
Paleteria Jamay,13301,S Brandon Ave,,,,Chicago,,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,,,,POINT(-87.5455925 41.6535528),-87.5455925,41.6535528,
Papichulo's,13601,S Calhoun Ave,,,,Chicago,60633,Out of Business,Dining,Restaurant,No,2019,Ofcs Clns of Mdl D,773-646-9000,,POINT(-87.5601856 41.6477519),-87.5601856,41.6477519,
Performance Minerals,13535,S Torrence Ave,,,,Chicago,,Active,Industrial,Chemical,No,2019,Bus  Services  Nec,773-646-3636,,POINT(-87.5480649 41.6471767),-87.5480649,41.6471767,
"PK Alexander, MD",13101,S Baltimore Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,House residence,773-646-0500,,POINT(-87.5468093 41.6571016),-87.5468093,41.6571016,
Planet Fitness,3514,E 118th St,,,,Chicago,,Active,Fitness,Gym,No,2019,,773-359-2300,,POINT(-87.5382719 41.682177),-87.5382719,41.682177,
Pm Cleaning,12955,S Exchange Ave,,,,Chicago,60633,Out of Business,Trade Service,Other repair,Yes,2019,,708-595-6868,,POINT(-87.5516857 41.6593754),-87.5516857,41.6593754,
Pudgy's Pizza & Sandwiches,13460,S Baltimore Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Acctng Audtng Bkp,773-646-4199,,POINT(-87.5474466 41.6500885),-87.5474466,41.6500885,
Queen Travel Agency,13511,S Avenue O,,,,Chicago,60633,Out of Business,Arts and Entertainment,Travel,Yes,2019,Indvdl Family Services,773-646-1492,,POINT(-87.5395951 41.6496195),-87.5395951,41.6496195,
Ray J. Express,13015,S Baltimore Ave,,,,Chicago,60633,Out of Business,Unknown,Unknown,Yes,2019,,307-256-8498,,POINT(-87.54679 41.6586388),-87.54679,41.6586388,
Rocky's Trucking,13006,S Brandon Ave,,,,Chicago,60633,Out of Business,"Wholesale, storage and transit",Goods distribution,Yes,2019,Commercial Art Gr Dsg,773-491-9797,,POINT(-87.5461333 41.6589362),-87.5461333,41.6589362,
Rozak's Hair Care,3142,E 133rd St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Ofcs Clns of Mdl D. Medical clinic,773-646-1807,,POINT(-87.5469104 41.6537992),-87.5469104,41.6537992,
Sadowski Funeral Home,13300,S Houston Ave,,,,Chicago,,Active,Trade Service,Funeral,No,2019,Operative Builders,773-646-1666,,POINT(-87.5487213 41.6535415),-87.5487213,41.6535415,
Saint Columbia Church,13323,S Green Bay Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Womens Clothng Strs,773-646-2660,,POINT(-87.5406285 41.6521429),-87.5406285,41.6521429,
Saint Columbia Rectory,13323,S Green Bay Ave,,,,Chicago,60633,Active,Service or Programmed Residential Space,Religious residence,Yes,2019,"No number, also no website",,,POINT(-87.5406285 41.6521429),-87.5406285,41.6521429,
Saint Florian Church,13145,S Houston Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Spty Otpnt Clns Ne,773-646-4877,,POINT(-87.5478908 41.6565018),-87.5478908,41.6565018,
Saint Florian School,13110,S Baltimore Ave,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Wmns Cldrns Clthng.bags,773-646-2868,,POINT(-87.5473769 41.6568169),-87.5473769,41.6568169,
South Shore Inn,13611,S Brainard Ave,,,,Chicago,60633,Out of Business,Dining,Bar-grill,No,2019,,,,POINT(-87.5450517 41.6480131),-87.5450517,41.6480131,
Southeast Enviromental Task Force,13300,S Baltimore Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,ACM School of music,773-646-0436,,POINT(-87.547408 41.6535525),-87.547408,41.6535525,Www.setaskforce.org
Southeast Sportsman Club,13129,S Avenue M,,,,Chicago,,Out of Business,Arts and Entertainment,Social club,No,2019,,,,POINT(-87.5370885 41.6563097),-87.5370885,41.6563097,
St. Columba School,3340,E 134th St,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,Software,773-646-0751,,POINT(-87.542698 41.652097),-87.542698,41.652097,
St. Hedwig Catholic Church,3320,E 134th St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Ofcs Clns of Mdl D,773-646-0300,,POINT(-87.5428112 41.652131),-87.5428112,41.652131,
Steve’s,13200,S Baltimore Ave,,,,Chicago,,Active,Arts and Entertainment,Hall-party-cater,No,2019,Indvdl Family Services,773-646-1071,,POINT(-87.5475046 41.6553258),-87.5475046,41.6553258,
Subway,3538,E 118th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-646-0338,,POINT(-87.537411 41.6821828),-87.537411,41.6821828,
Sunset Bay Marina,13620,S Hoxie Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Public storage,No,2019,Travel Agencies,773-646-9900,,POINT(-87.5609446 41.6475133),-87.5609446,41.6475133,
Synergy Partners Credit Union,11615,S Avenue O,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-646-3000,,POINT(-87.5397014 41.6838028),-87.5397014,41.6838028,
Taqueria el Taquin,13307,S Brandon Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,312-714-9295,,POINT(-87.5456022 41.653407),-87.5456022,41.653407,
TC Transport,12009,S Ewing Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,Beauty Shops,773-221-2401,,POINT(-87.53662 41.6769433),-87.53662,41.6769433,
The Green Olive,13501,S Ave N,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,,773-646-6200,,POINT(-87.5383783 41.6498593),-87.5383783,41.6498593,
The Lighthouse Bar & Grill,13601,S Calhoun Ave,,,,Chicago,,Out of Business,Dining,Bar-grill,No,2019,,773-646-9000,,POINT(-87.5601856 41.6477519),-87.5601856,41.6477519,
The Zone,11731,S Avenue O,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,No web presence.,773-497-4141,,POINT(-87.5396627 41.6818954),-87.5396627,41.6818954,
TJ Maxx,3562,E 118th St,,,,Chicago,,Active,Retail,Department store,No,2019,,773-646-1603,,POINT(-87.5360311 41.682207),-87.5360311,41.682207,
Tower Automotive,12350,S Avenue O,,,,Chicago,,Active,Industrial,Parts,No,2019,Wmns Accy Spcty St,773-646-6550,,POINT(-87.5411308 41.6687741),-87.5411308,41.6687741,
Translogix,13227,S Torrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,,,,POINT(-87.5591838 41.656198),-87.5591838,41.656198,
Trinity Lutheran Church,13200,S Brandon Ave,,,,Chicago,60633,Out of Business,Religious (except school or residence),Church,Yes,2019,Nrsng Prsnl Cre N,773-646-3811,,POINT(-87.5461333 41.655355),-87.5461333,41.655355,
Trinity Lutheran Church,13200,S Burley Ave,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,773-646-3811,,POINT(-87.5449816 41.6553678),-87.5449816,41.6553678,
Tru-Test Paints,13416,S Baltimore Ave,,,,Chicago,,Active,Retail,Hardware,No,2019,Bank Holding Comps,773-646-0730,,POINT(-87.5475432 41.651239),-87.5475432,41.651239,
UAW Building Local 551,13550,S Torrence Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,Membership Organizations Ne,773-646-1472,,POINT(-87.559902 41.6485424),-87.559902,41.6485424,
United Dental Centers,3540,E 118th St,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-646-6262,,POINT(-87.5375079 41.6822384),-87.5375079,41.6822384,
United States Post Office,13234,S Baltimore Ave,,,,Chicago,,Active,Public Services,Post office,No,2019,,312-983-6288,,POINT(-87.5474273 41.654312),-87.5474273,41.654312,
United Steel Workers Local Union 1033,11731,S Avenue O,,,,Chicago,60617,Out of Business,Social Services & Political Advocacy,Advocacy,No,2019,,773-646-4370,,POINT(-87.5396627 41.6818954),-87.5396627,41.6818954,
Valencia Brothers Trucking,3250,E 136th St,,,,Chicago,,Active,"Wholesale, storage and transit",Goods distribution,No,2019,Advertising Nec,773-679-9147,,POINT(-87.543995 41.64846),-87.543995,41.64846,
Walgreens,11801,S Avenue O,,,,Chicago,,Active,Retail,Drug,No,2019,Bus  Services  Nec,773-731-2147,,POINT(-87.5390902 41.6806357),-87.5390902,41.6806357,
Walsh Construction,13241,S Brainard Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,,,POINT(-87.5535492 41.6547729),-87.5535492,41.6547729,
Waste Management,1825,E 130th St,,,,Chicago,,Active,Trade Service,Disposal,No,2019,,,,POINT(-87.5774689 41.6587619),-87.5774689,41.6587619,
Wendy's,3516,E 118th St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,773-646-4420,,POINT(-87.5379435 41.6812557),-87.5379435,41.6812557,
Westco Roofing,4001,E 134th St,Trlr 4,,,Chicago,60633,Moved,Trade Service,Building trades,No,2019,Advertisng Agencies,773-732-5689,,POINT(-87.5292931 41.648925),-87.5292931,41.648925,
William W. Powers Visitor Center,12949,S Avenue O,,,,Chicago,,Active,Arts and Entertainment,Museum,No,2019,,773-646-3270,,POINT(-87.5397545 41.660716),-87.5397545,41.660716,
Wolf Lake Rod & Gun Club,13121,S Avenue M,,,,Chicago,,Active,Arts and Entertainment,Social club,No,2019,,,,POINT(-87.537125 41.656599),-87.537125,41.656599,
ZF Lemforder Chicago,3400,E 126th Pl,,,,Chicago,,Active,Industrial,Parts,No,2019,,773-371-4550,,POINT(-87.541075 41.669006),-87.541075,41.669006,
31st Ward Democratic Ward Organization,4502,W Fullerton Ave,,,,Chicago,,Active,Public Services,Representative,No,2019,Executive Offices,773-276-9100,,POINT(-87.7392971 41.9245006),-87.7392971,41.9245006,
A & B Glass Window & Door Repair,2115,N Kildare Ave,,,,Chicago,,Out of Business,Trade Service,Other repair,No,2019,Google said it doesn’t exist,773-807-2347,,POINT(-87.7336814 41.9193999),-87.7336814,41.9193999,
A & M Mechanical,2447,N Lowell Ave,FL 2,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Plbng Htng Air-Co,773-678-6915,,POINT(-87.7350855 41.9258389),-87.7350855,41.9258389,
A and V Heating and Cooling,4442,W Montana St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,,773-562-6584,,POINT(-87.7382927 41.9255624),-87.7382927,41.9255624,
A Caring World,4310,W Fullerton Ave,,,,Chicago,60639,Out of Business,Childcare and Schools,Home daycare,No,2019,Child Day Care Svcs,312-659-1464,,POINT(-87.734595 41.9245994),-87.734595,41.9245994,
